일시,평균기온(°C),최저기온(°C),최고기온(°C),1시간 최다강수량(mm),일강수량(mm),평균 풍속(m/s),풍정합(100m),최소 상대습도(%),평균 상대습도(%),O3,PM10,PM25,최다풍향북북동,최다풍향북동,최다풍향동북동,최다풍향동,최다풍향동남동,최다풍향남동,최다풍향남남동,최다풍향남,최다풍향남남서,최다풍향남서,최다풍향서남서,최다풍향서,최다풍향서북서,최다풍향북서,최다풍향북북서,최다풍향북,최고기온 시각(hh)0,최고기온 시각(hh)1,최고기온 시각(hh)2,최고기온 시각(hh)3,최고기온 시각(hh)4,최고기온 시각(hh)5,최고기온 시각(hh)6,최고기온 시각(hh)7,최고기온 시각(hh)8,최고기온 시각(hh)9,최고기온 시각(hh)10,최고기온 시각(hh)11,최고기온 시각(hh)12,최고기온 시각(hh)13,최고기온 시각(hh)14,최고기온 시각(hh)15,최고기온 시각(hh)16,최고기온 시각(hh)17,최고기온 시각(hh)18,최고기온 시각(hh)19,최고기온 시각(hh)20,최고기온 시각(hh)21,최고기온 시각(hh)22,최고기온 시각(hh)23,최저기온 시각(hh)_0,최저기온 시각(hh)_1,최저기온 시각(hh)_2,최저기온 시각(hh)_3,최저기온 시각(hh)_4,최저기온 시각(hh)_5,최저기온 시각(hh)_6,최저기온 시각(hh)_7,최저기온 시각(hh)_8,최저기온 시각(hh)_9,최저기온 시각(hh)_10,최저기온 시각(hh)_11,최저기온 시각(hh)_12,최저기온 시각(hh)_13,최저기온 시각(hh)_14,최저기온 시각(hh)_15,최저기온 시각(hh)_16,최저기온 시각(hh)_17,최저기온 시각(hh)_18,최저기온 시각(hh)_19,최저기온 시각(hh)_20,최저기온 시각(hh)_21,최저기온 시각(hh)_22,최저기온 시각(hh)_23,1시간 최다 강수량 시각(hh)1.0,1시간 최다 강수량 시각(hh)2.0,1시간 최다 강수량 시각(hh)3.0,1시간 최다 강수량 시각(hh)4.0,1시간 최다 강수량 시각(hh)5.0,1시간 최다 강수량 시각(hh)6.0,1시간 최다 강수량 시각(hh)7.0,1시간 최다 강수량 시각(hh)8.0,1시간 최다 강수량 시각(hh)9.0,1시간 최다 강수량 시각(hh)10.0,1시간 최다 강수량 시각(hh)11.0,1시간 최다 강수량 시각(hh)12.0,1시간 최다 강수량 시각(hh)13.0,1시간 최다 강수량 시각(hh)14.0,1시간 최다 강수량 시각(hh)15.0,1시간 최다 강수량 시각(hh)16.0,1시간 최다 강수량 시각(hh)17.0,1시간 최다 강수량 시각(hh)18.0,1시간 최다 강수량 시각(hh)19.0,1시간 최다 강수량 시각(hh)20.0,1시간 최다 강수량 시각(hh)21.0,1시간 최다 강수량 시각(hh)22.0,1시간 최다 강수량 시각(hh)23.0,최소 상대습도 시각(hh)0,최소 상대습도 시각(hh)1,최소 상대습도 시각(hh)2,최소 상대습도 시각(hh)3,최소 상대습도 시각(hh)4,최소 상대습도 시각(hh)5,최소 상대습도 시각(hh)6,최소 상대습도 시각(hh)7,최소 상대습도 시각(hh)8,최소 상대습도 시각(hh)9,최소 상대습도 시각(hh)10,최소 상대습도 시각(hh)11,최소 상대습도 시각(hh)12,최소 상대습도 시각(hh)13,최소 상대습도 시각(hh)14,최소 상대습도 시각(hh)15,최소 상대습도 시각(hh)16,최소 상대습도 시각(hh)17,최소 상대습도 시각(hh)18,최소 상대습도 시각(hh)19,최소 상대습도 시각(hh)20,최소 상대습도 시각(hh)21,최소 상대습도 시각(hh)22,최소 상대습도 시각(hh)23,강수 계속시간(hr)
2018-06-06,22.55423087,18.0894582,27.74507791,0,0,1.788504634,1546.690955,46.85080727,70.07216675,0.037623676,52.25746622,37.77140735,0,0,0,0,0,0,0.048252527,0,0.143592303,0,0.184901922,0.458519702,0,0,0.062101395,0.102632151,0,0,0,0,0,0,0,0,0,0.143592303,0,0.048252527,0,0.050179347,0.408340355,0.123176385,0.226459083,0,0,0,0,0,0,0,0,0,0,0,0.25484664,0.621326428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,,0,0,0,0,0,0,0.19184483,0,0,0,0,0,0.520621097,0.06107499,0.102632151,0,0,0,0,0,0,0
2018-06-07,22.50995085,18.20901367,28.71455313,0,0,2.004087737,1741.160874,45.13769646,72.42773149,0.03584134,54.75447354,38.17042186,0,0,0,0,0,0.048252527,0,0,0.143592303,0.06107499,0.123826932,0.458519702,0,0,0.164733546,0,0,0,0,0,0,0,0,0,0,0.143592303,0.048252527,0,0,0,0,0.235081269,0.573073901,0,0,0,0,0,0,0,0,0,0.062101395,0.050179347,0.456592882,0.307299444,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.143592303,0.048252527,0,0,0.123826932,0.062101395,0.111254337,0.510972506,0,0,0,0,0,0,0,0
2018-06-08,22.33419803,19.01809085,27.48226077,0,0,2.132814317,1819.936277,47.50975019,69.1772292,0.039131338,47.47337024,31.50366814,0,0,0,0,0,0,0,0,0,0.143592303,0,0.174006279,0.469415345,0.048252527,0.164733546,0,0,0,0,0,0,0,0,0,0,0,0,0.19184483,0,0,0.174006279,0.123176385,0.102632151,0.408340355,0,0,0,0,0,0,0.365851109,0,0,0.408340355,0.06107499,0.164733546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.19184483,0,0.050179347,0.226459083,0.47044175,0.06107499,0,0,0,0,0,0,0,0
2018-06-09,22.48709541,18.27948871,27.92386496,1.997233943,2.325394106,2.423485431,2101.441512,43.90347022,66.24426296,0.040797504,44.19676102,26.54970289,0.048252527,0.267419235,0,0.408340355,0.214912893,0,0,0.06107499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0.267419235,0.520621097,0.150884678,0,0,0,0,0,0,0,0,0.048252527,0,0,0.123826932,0,0.72528839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0.408340355,0,0,0.062101395,0,0,0,,0,0,0,0,0,0,0,0,0.123826932,0.06107499,0.408340355,0.102632151,0.304125572,0,0,0,0,0,0,0,0,3.223006196
2018-06-10,20.54919143,17.6094303,24.30533273,1.029107112,1.59668456,2.602024648,2237.911179,52.73399892,67.84108803,0.034384493,16.22715975,7.784731861,0,0.204667293,0,0.408340355,0.214912893,0.123826932,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.110353922,0,0.213886488,0.532167287,0,0,0,0,0,0,0,0,0,0,0,0.532167287,0.062101395,0.06107499,0,0.050179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19184483,0,0.102632151,0,0.123826932,0,0,0,0.050179347,0,0,0,0,0,0,0,0,0,0.048252527,0,0.143592303,0,0,0,0,0.408340355,0,0,,0,0,0,0,0,0,0,0,0,0.600185185,0.062101395,0.33771342,0,0,0,0,0,0,0,0,0,4.951268361
2018-06-11,19.17644529,17.17395882,22.52683262,5.245431928,11.13263057,2.013553717,1746.415305,56.11136316,75.70508063,0.023147367,15.89576613,7.918152262,0.06107499,0.143592303,0.408340355,0.050179347,0.288560478,0,0,0,0,0,0,0,0,0,0.048252527,0,0.048252527,0,0,0,0,0,0,0,0,0,0.174006279,0.06107499,0,0.47044175,0,0.246224454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214912893,0.06107499,0.143592303,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0.048252527,0.408340355,0,0,0,0.150884678,0,0,0.143592303,0,0,0,0,0,0.06107499,0,0,0.123826932,0,0,0,0,0,0.408340355,0,0,0,,0,0,0,0,0,0,0.408340355,0.174006279,0.062101395,0.06107499,0,0,0.246224454,0,0,0.048252527,0,0,0,0,0,6.667367385
2018-06-12,20.2522576,16.56560627,25.39795928,0.169856262,0.169856262,1.857415833,1612.306374,48.49151702,70.2635584,0.023952387,22.21748715,11.2607699,0,0.143592303,0.050179347,0,0.102632151,0,0,0,0.062101395,0,0,0,0.456592882,0.06107499,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.284360201,0,0.572047496,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0.048252527,0.328494225,0.520621097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.062101395,0.267419235,0.098431874,0.06107499,0.510972506,0,0,0,0,0,0,0,0,0.739391033
2018-06-13,21.22231727,17.6608039,25.96649535,0,0,1.940280909,1688.848015,51.70272971,69.0649663,0.030858719,32.65209716,19.83824001,0,0.408340355,0.19184483,0,0.164733546,0,0,0.111254337,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0.408340355,0.25484664,0.288560478,0,0,0,0,0,0,0,0,0.048252527,0.050179347,0.408340355,0,0.143592303,0.349635468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.048252527,0,0.408340355,0.25484664,0.288560478,0,0,0,0,0,0,0,0,0.134752317
2018-06-14,21.11581352,18.24945986,24.74805788,9.063971229,14.8728822,2.25291189,1961.692755,55.27066694,73.78806762,0.029975324,29.87173794,17.82870985,0,0.143592303,0.048252527,0.510972506,0.112280742,0.123826932,0,0.06107499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0.143592303,0.06107499,0,0.696900833,0.050179347,0,0,0,0,0,0,0,0.048252527,0,0.143592303,0,0.06107499,0.164733546,0,0,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408340355,0.174006279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.048252527,0,0.143592303,0.06107499,0.573073901,0.050179347,0,0,0,0,0,0,0.123826932,4.838241895
2018-06-15,20.91422403,17.24878779,25.69213632,4.847177512,6.913644673,2.524620015,2197.738317,44.01124466,62.99263145,0.031251588,20.65388697,9.267733628,0.048252527,0.204667293,0,0.510972506,0.112280742,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0.143592303,0.226459083,0.111254337,0.408340355,0.062101395,0,0,0,0,0,0,0,0,0,0,0.050179347,0.205693698,0.593242277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0.102632151,0,0.458519702,0,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.048252527,0,0.370051386,0.06107499,0,0.408340355,0.062101395,0.050179347,0,0,0,0,0,0,2.311524645
2018-06-16,21.09002728,16.33109786,26.61417818,0,0,2.229657616,1941.617956,42.6885745,61.21263931,0.033838203,23.8105889,11.88303558,0,0.143592303,0,0,0.214912893,0,0,0,0,0.06107499,0,0,0.532167287,0,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315671762,0.06107499,0.623253248,0,0,0,0,0,0,0,0,0,0,0,0,0.705523019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294476981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.123826932,0,0.551932658,0.32424041,0,0,0,0,0,0,0,0,0
2018-06-17,22.01355006,17.12970593,27.2424213,0,0,1.525714997,1320.455727,45.94082564,69.93002048,0.036434451,43.73206541,28.21411584,0,0.204667293,0,0,0.102632151,0,0,0,0.050179347,0.123826932,0,0.408340355,0,0,0.048252527,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725938937,0.163707141,0.062101395,0.048252527,0,0,0,0,0,0,0,0,0,0.19377165,0.048252527,0.757975823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.048252527,0,0.765819146,0,0.185928327,0,0,0,0,0,0,0,0
2018-06-18,24.16566595,19.53195953,29.82923622,0,0,1.60400886,1402.367928,38.93435345,63.44645351,0.036739837,44.62309748,28.91631957,0,0,0,0,0.143592303,0.150884678,0,0,0,0.06107499,0,0.174006279,0.408340355,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0.211959668,0.47044175,0.267419235,0,0,0,0,0,0,0,0,0,0,0,0.164733546,0.835266454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.143592303,0,0.048252527,0,0,0,0.163707141,0.47044175,0.123826932,0,0.050179347,0,0,0,0,0,0.004307769
2018-06-19,21.86444926,19.08899015,26.14396075,1.231625963,2.374650576,1.706756408,1483.054436,51.60255251,74.05077254,0.027942432,43.99666994,29.99287711,0,0.06107499,0,0,0,0,0,0.048252527,0.205693698,0.050179347,0.532167287,0,0,0,0.102632151,0,0,0,0,0,0,0,0,0,0,0,0.062101395,0,0,0.532167287,0.143592303,0.213886488,0.048252527,0,0,0,0,0,0,0,0,0,0.143592303,0.050179347,0.172079459,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0.06107499,0.062101395,0,0,0,0,0,0,0,0,0,0,0,0,0.062101395,0,0,0,0.06107499,0,0,0.102632151,0.143592303,0.048252527,0,0.102632151,0,,0,0,0,0,0,0,0,0.112280742,0,0,0.469415345,0.143592303,0.123826932,0.048252527,0,0,0,0,0,0,0,4.035568532
2018-06-20,22.66351751,18.80019073,27.89912532,0.071796152,0.071796152,2.265807491,1972.113552,45.95308865,71.73701414,0.035184114,41.01646986,27.96968963,0.06107499,0,0,0,0,0,0,0,0.143592303,0,0,0.050179347,0.510972506,0,0.234180854,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.048252527,0,0.06107499,0.050179347,0.408340355,0.288560478,0,0,0,0,0,0,0,0,0.062101395,0,0.408340355,0.050179347,0.479378903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.048252527,0.174006279,0,0.06107499,0.510972506,0.205693698,0,0,0,0,0,0,0,0.024126264
2018-06-21,23.68478227,19.39905327,29.00112938,0,0,2.268328049,1960.904636,33.38188873,60.94438291,0.039548041,39.78199669,25.01424584,0,0,0,0,0,0,0,0,0,0,0.184901922,0.050179347,0.408340355,0.164733546,0.048252527,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242024177,0.06107499,0.164733546,0.408340355,0.123826932,0,0,0,0,0,0,0,0.172079459,0,0,0.53151674,0.152811498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.143592303,0,0.456592882,0,0.288560478,0.111254337,0,0,0,0,0,0,0,0
2018-06-22,24.56626518,18.40029378,30.84082195,0,0,1.663546325,1442.498014,25.33858488,50.82672581,0.040149559,43.51089253,26.85151416,0.06107499,0,0,0,0.102632151,0,0,0,0.143592303,0,0,0.174006279,0.408340355,0.062101395,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159506864,0.573073901,0,0.267419235,0,0,0,0,0,0,0,0,0,0.143592303,0,0.06107499,0.74708018,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.143592303,0,0,0.048252527,0.050179347,0.634148891,0,0.123826932,0,0,0,0,0,0,0,0
2018-06-23,24.11290755,20.63112646,28.81383782,0.129233073,0.129233073,2.199846623,1897.148335,33.54204473,57.19937602,0.04272546,42.93405415,26.45070053,0,0,0,0,0,0,0,0,0.062101395,0,0.328494225,0.60940438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0.06107499,0,0.840493136,0.048252527,0,0,0,0,0,0,0,0,0,0.048252527,0.050179347,0,0.408340355,0.225808536,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.123826932,0,0,0.47044175,0.050179347,0,0.150884678,0,0.204667293,0,0,0,0,0,0,0,0.54922489
2018-06-24,25.26860541,20.31994302,32.05498568,0,0,2.256422212,1961.606475,32.60112979,64.3340326,0.057913057,57.07264037,37.01203516,0,0,0,0,0,0,0,0,0.205693698,0,0.184901922,0.561151853,0,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0.098431874,0.573073901,0,0.184901922,0,0,0,0,0,0,0,0,0.143592303,0.152811498,0,0.048252527,0.655343672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.143592303,0,0.048252527,0.510972506,0.173355732,0.123826932,0,0,0,0,0,0,0,0
2018-06-25,26.2690174,20.85880489,31.79907946,0,0,1.630536969,1400.366947,37.12206844,61.20928772,0.047004963,59.97172982,37.30883842,0,0,0,0,0,0.048252527,0.050179347,0.06107499,0.267419235,0,0,0,0.408340355,0.164733546,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0,0.112280742,0.613007648,0.226459083,0,0,0,0,0,0,0,0,0,0.123826932,0.050179347,0.143592303,0.621326428,0.06107499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.143592303,0.048252527,0,0,0.102632151,0.050179347,0.594268682,0,0,0.06107499,0,0,0,0,0,0,0
2018-06-26,23.05172365,20.70486798,26.35079345,12.85604044,47.32323703,3.157160001,2704.188655,56.10545368,88.07668231,0.030521983,45.93225876,30.55544379,0,0,0,0,0.102632151,0,0,0,0.234180854,0.613007648,0.050179347,0,0,0,0,0,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0,0.048252527,0.102632151,0.143592303,0,0.062101395,0,0,0,0,0,0.06107499,0,0,0.143592303,0.048252527,0.102632151,0,0,0.112280742,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0,0,0,0,0,0,0,0.143592303,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0,0.062101395,0,0.349635468,0.19377165,,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46869462
2018-06-27,23.01260623,20.1526147,26.53319826,6.369276367,15.65815465,2.936035512,2513.202875,69.17556069,86.18088223,0.032533961,26.30563845,16.58518333,0,0,0.102632151,0,0,0,0,0.062101395,0.098431874,0.204667293,0.532167287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0.408340355,0.46848326,0.062101395,0,0,0,0,0,0,0,0,0,0.123826932,0,0.519594692,0.062101395,0,0,0.246224454,0,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123176385,0.102632151,0,0.048252527,0.143592303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.184901922,0.408340355,0.143592303,0.26316542,0,0,0,0,0,0,0,7.268074056
2018-06-28,22.84021716,20.36808502,25.83394872,16.15730243,38.63277417,1.611814745,1412.853494,74.00734854,90.19934304,0.023852484,22.17336867,13.71077099,0,0,0,0,0.102632151,0,0.050179347,0.408340355,0.295255844,0,0.143592303,0,0,0,0,0,0.048252527,0,0,0.143592303,0,0,0,0,0,0,0,0,0.532167287,0.050179347,0,0.062101395,0.163707141,0,0,0,0,0,0,0,0,0,0,0.062101395,0,0,0.204667293,0,0,0.150884678,0,0,0,0,0,0,0,0.532167287,0,0,0.050179347,0,0,0,0,0,0,0,0,0.143592303,0,0.211959668,0,0,0,0,0,0,0,0.123826932,0.408340355,0,0.050179347,0,0,0,0,0.19184483,0,,0,0,0,0,0,0,0.050179347,0,0.408340355,0.123826932,0,0,0.062101395,0.06107499,0.102632151,0,0,0,0,0,0,9.745382441
2018-06-29,24.19893447,21.33535691,28.23186576,6.164539665,7.832286959,1.726207837,1485.321099,64.32986998,84.14807091,0.033200653,34.02311431,22.27286388,0,0.102632151,0,0,0,0.048252527,0,0.06107499,0.062101395,0.267419235,0,0.408340355,0.050179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.048252527,0.275987883,0.532167287,0,0,0,0,0,0,0,0.551932658,0.164733546,0,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0,0.174006279,0,0.19184483,0.174006279,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.25484664,0.456592882,0.102632151,0.185928327,0,0,0,0,0,0,0,4.615798878
2018-06-30,23.54871756,20.83946152,26.93945341,11.64818977,22.36297043,1.263220749,1091.285575,71.32085198,87.94927221,0.025145395,38.02549571,24.68708539,0,0.613007648,0,0,0.164733546,0.048252527,0.123826932,0,0.050179347,0,0,0,0,0,0,0,0.102632151,0,0,0,0,0,0,0,0.19184483,0.06107499,0,0,0.062101395,0,0.050179347,0.408340355,0.123826932,0,0,0,0,0,0,0,0,0,0,0,0.582346634,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0.048252527,0.225808536,0,0,0,0,0,0,0,0,0,0,0.469415345,0,0,0.205693698,0.048252527,0,0.050179347,0,0,0,0,0,0,0.102632151,0,,0,0,0,0,0,0.143592303,0.048252527,0,0.06107499,0.062101395,0.050179347,0.408340355,0,0.123826932,0,0,0,0,0,0,0,6.647942999
2018-07-01,22.85245394,20.56619029,25.35449851,18.03521976,65.71429407,1.796466009,1565.236116,78.76615693,92.57443465,0.01791,15.19182924,8.103823525,0,0.143592303,0,0.050179347,0.510972506,0,0.172079459,0.06107499,0,0,0,0,0,0,0.062101395,0,0,0.174006279,0.408340355,0,0,0,0,0,0,0,0.06107499,0,0.062101395,0,0.294476981,0,0,0,0,0,0,0,0,0,0.19184483,0.06107499,0,0,0.102632151,0.062101395,0,0,0,0.050179347,0,0.123826932,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0.048252527,0,0,0.102632151,0,0,0.050179347,0,0.532167287,0,0,0.06107499,0.062101395,0,0,0,0,0,0,0,0,0,0,0,,0.458519702,0,0,0,0,0,0,0.06107499,0.062101395,0,0,0.294476981,0,0,0,0,0,0,0,0,0,15.86199728
2018-07-02,23.5856748,21.21027613,26.75915112,18.07171708,45.1157393,1.564450045,1342.438187,79.31326792,93.59166382,0.018214193,16.1594673,8.600542901,0,0.551932658,0,0.050179347,0,0.212986073,0,0.184901922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0.062101395,0.143592303,0.050179347,0.102632151,0.469415345,0.123826932,0,0,0,0,0,0,0,0,0,0.267419235,0.098431874,0.123176385,0.408340355,0.102632151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19184483,0,0,0.102632151,0,0,0,0,0,0.06107499,0,0,0,0,0.050179347,0,0.408340355,0.123826932,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.062101395,0,0,0.143592303,0.098431874,0.102632151,0.06107499,0.123826932,0.408340355,0,0,0,0,0,15.46930228
2018-07-03,25.84524912,22.51343144,29.9264388,4.286341651,20.95510761,2.259692188,1962.563199,61.83802498,82.26076195,0.012334683,15.60849483,7.790454589,0,0.328494225,0.518694277,0.152811498,0,0,0,0,0,0,0,0,0,0,0,0,0.143592303,0,0,0,0,0,0,0.048252527,0,0.102632151,0,0.062101395,0.06107499,0,0.123826932,0,0.050179347,0.408340355,0,0,0,0,0,0,0,0,0,0,0.236107674,0.408340355,0.06107499,0,0,0,0,0,0,0.143592303,0,0.048252527,0,0,0.102632151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0.152811498,0,0.143592303,0,0,0,0,0.19184483,0,,0,0,0,0,0,0,0.102632151,0,0,0.123826932,0,0,0.173355732,0.408340355,0,0,0,0,0,0,0,6.632605551
2018-07-04,26.30892375,23.04131796,31.12699262,2.377483638,2.865216285,2.242400842,1940.841432,55.73927363,77.15464929,0.019782789,22.64904567,12.21126281,0.048252527,0,0,0,0,0,0,0,0.205693698,0,0.184901922,0.152811498,0.408340355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123826932,0.110353922,0.143592303,0.622226843,0,0,0,0,0,0,0,0,0.246224454,0,0,0,0.06107499,0.47044175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048252527,0,0,0,0.174006279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102632151,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.048252527,0.123826932,0,0.143592303,0.152811498,0.53151674,0,0,0,0,0,0,0,0.91153672
2018-07-05,24.53100391,22.55979194,27.98139257,1.752112949,4.581228922,1.665244617,1431.295501,68.87690516,82.43984508,0.017285188,23.44889252,15.18435303,0,0.06107499,0.143592303,0.458519702,0.102632151,0.062101395,0,0,0,0,0,0,0,0,0.123826932,0.048252527,0,0,0,0,0,0,0,0,0,0,0,0,0.050179347,0,0.171428912,0.654564809,0.123826932,0,0,0,0,0,0,0,0.123826932,0,0.050179347,0,0,0,0.469415345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356578376,0,0,0,0,0.408340355,0.098431874,0.06107499,0,0,0.246224454,0,0,0,0,0,0,0,0,0,0,0.062101395,0,0,0.048252527,0,,0,0,0,0,0,0,0,0,0.050179347,0,0.469415345,0,0.308325849,0,0.123826932,0,0,0,0,0,0,6.087162749
2018-07-06,22.88602642,20.88180052,25.39668119,0.640593966,1.61084938,2.838829361,2442.001741,62.9302763,71.54137317,0.017578593,10.26137727,4.417615975,0,0.204667293,0.050179347,0.594268682,0.102632151,0,0,0,0,0,0,0,0,0,0,0.048252527,0.19184483,0,0,0,0,0,0,0,0,0,0.102632151,0,0,0.050179347,0.408340355,0.184901922,0.062101395,0,0,0,0,0,0,0,0.062101395,0,0,0,0,0.050179347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06107499,0.048252527,0.778391741,0.06107499,0,0,0,0,0,0,0,0,0.143592303,0.062101395,0,0,0,0.048252527,0,0,0,0,0,0,0,0,0.048252527,0,,0,0,0,0,0,0,0,0,0.050179347,0,0,0.408340355,0.184901922,0,0.102632151,0,0.143592303,0,0,0,0.062101395,3.196014006
