날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2019-01-06,뷰티,트리트먼트,13,69,32,98,26,95,14,53,2,12
2019-01-06,식품,파/양파,5,10,12,36,14,24,3,17,1,1
2019-01-06,식품,파김치,,1,,2,1,6,,3,1,
2019-01-06,뷰티,팩도구,,,1,8,2,5,,2,,
2019-01-06,식품,포도/거봉/체리,1,2,9,9,3,19,2,3,4,1
2019-01-06,식품,표고버섯,,1,5,10,3,5,1,7,1,1
2019-01-06,뷰티,풋스프레이,,1,,3,,1,,,,1
2019-01-06,뷰티,풋워시/스크럽,7,1,2,7,4,2,1,,,
2019-01-06,뷰티,풋크림,1,6,4,25,7,23,3,8,3,1
2019-01-06,뷰티,풋패치,1,6,2,17,2,11,1,5,,1
2019-01-06,식품,프라페/버블티 파우더,1,5,4,5,7,3,2,1,,1
2019-01-06,식품,프로바이오틱스,14,30,35,95,46,119,33,68,8,14
2019-01-06,식품,프로폴리스/로얄젤리,3,15,13,27,17,29,4,10,4,1
2019-01-06,식품,한방 분말/환제품,11,21,35,60,23,71,26,58,17,17
2019-01-06,식품,한방재료,,1,5,10,10,14,8,17,4,3
2019-01-06,식품,한우육,2,2,9,50,29,50,8,33,3,14
2019-01-06,식품,해조류 다시마,,2,1,11,1,8,2,6,,
2019-01-06,식품,해조류 미역,2,3,8,11,3,26,2,7,2,3
2019-01-06,식품,해초류 ,1,1,2,9,5,9,6,12,1,1
2019-01-06,뷰티,핸드워시/스크럽,1,4,13,33,5,9,4,4,2,
2019-01-06,뷰티,핸드크림,13,38,37,68,15,44,8,12,1,5
2019-01-06,식품,허브차,6,28,20,58,20,49,14,16,5,1
2019-01-06,식품,헛개/가시오가피,,2,,1,,1,,1,,
2019-01-06,뷰티,헤어 브러쉬,7,20,9,26,7,11,,7,,1
2019-01-06,뷰티,헤어매니큐어,,1,,2,,3,,1,1,
2019-01-06,뷰티,헤어무스,1,,,,,1,,,,
2019-01-06,뷰티,헤어스타일링용 염색약,8,34,31,75,46,134,32,103,8,12
2019-01-06,뷰티,헤어스타일링용 펌제,6,5,5,10,5,12,3,6,,
2019-01-06,뷰티,헤어스타일링용 흑채,2,13,7,20,5,44,6,11,1,2
2019-01-06,뷰티,헤어스프레이,4,7,20,15,5,6,3,11,,2
2019-01-06,뷰티,헤어에센스,12,35,35,69,15,92,19,36,2,4
2019-01-06,뷰티,헤어왁스,5,2,19,10,9,7,2,1,,1
2019-01-06,뷰티,헤어젤,,2,1,2,1,8,,,,
2019-01-06,뷰티,헤어케어세트,2,7,,5,2,6,1,1,1,
2019-01-06,식품,호박,1,4,12,39,8,34,2,6,,
2019-01-06,식품,혼합견과,4,10,31,45,19,34,11,15,1,4
2019-01-06,식품,홍삼 간식,,,,3,1,3,,,,
2019-01-06,식품,홍삼 분말/환,,,,1,,3,3,1,1,
2019-01-06,식품,홍삼 음료,1,,1,,3,8,1,1,3,1
2019-01-06,식품,홍삼/인삼 제품,1,9,8,28,14,24,8,13,7,2
2019-01-06,식품,홍삼액/홍삼정,9,34,55,104,84,117,32,90,15,20
2019-01-06,식품,홍삼절편/홍삼정과,1,4,63,17,9,37,10,25,4,6
2019-01-06,식품,홍어,1,,,,,,,1,,
2019-01-06,식품,홍차,3,6,9,10,3,7,2,5,,
2019-01-06,뷰티,화장 비누,9,23,24,45,19,51,14,14,3,2
2019-01-06,뷰티,화장 퍼프,6,24,10,30,6,14,6,4,2,4
2019-01-06,식품,환자식,,5,2,3,3,9,3,3,3,3
2019-01-06,냉난방가전,황토매트,,,,3,,2,,1,,
2019-01-06,식품,회,167,297,253,469,157,221,32,75,13,14
2019-01-06,냉난방가전,휴대용 선풍기,,,,2,,,,1,,
2019-01-06,식품,흰우유,8,34,106,258,104,125,9,40,3,7
2019-01-06,냉난방가전,히터,6,8,27,28,19,25,13,10,3,6
2019-01-07,식품,가공란,25,44,32,67,36,85,10,27,2,2
2019-01-07,냉난방가전,가스온수기,,,,,,1,,,,
2019-01-07,냉난방가전,가열식 가습기,2,,4,2,2,2,2,2,1,1
2019-01-07,식품,가자미,1,1,3,4,2,10,3,6,,
2019-01-07,식품,갈비/찜/바비큐용 돈육,,4,3,5,,3,1,2,,
2019-01-07,식품,갈비용 우육,,1,,2,1,1,,,,
2019-01-07,식품,갈치,1,4,6,16,7,15,,4,1,2
2019-01-07,식품,감/홍시,1,2,3,4,3,10,1,3,2,
2019-01-07,식품,감귤/한라봉/오렌지,30,96,132,361,289,622,144,336,32,79
2019-01-07,식품,감마리놀렌산 영양제,,5,2,3,4,6,3,7,,
2019-01-07,식품,감말랭이,,1,9,3,3,2,1,,2,2
2019-01-07,식품,감자,11,20,15,42,14,37,7,10,2,5
2019-01-07,식품,갓김치,1,2,1,7,13,20,9,24,2,6
2019-01-07,식품,건강즙,1,14,14,41,18,31,12,8,2,3
2019-01-07,식품,건강즙/녹용,3,7,24,31,13,28,6,9,6,4
2019-01-07,식품,건대추,2,5,2,5,3,15,1,6,3,4
2019-01-07,식품,건망고,1,1,1,4,3,2,,,,
2019-01-07,식품,건바나나,,3,4,6,3,3,,2,1,
2019-01-07,식품,건어물 건새우,1,,,,1,6,1,,,
2019-01-07,식품,건어물 노가리,1,2,2,3,1,7,2,5,1,
2019-01-07,식품,건어물 마른오징어,10,22,42,104,45,54,15,16,4,7
2019-01-07,식품,건어물 멸치,,3,10,9,11,27,9,12,3,6
2019-01-07,식품,건어물 쥐포,,4,15,22,23,49,5,13,,3
2019-01-07,식품,건어물 진미채,,2,6,10,5,14,1,1,,
2019-01-07,식품,건어물 황태,2,2,6,27,15,37,10,31,7,22
2019-01-07,식품,건자두,1,10,6,31,4,10,1,9,1,
2019-01-07,식품,건포도,1,1,3,7,1,2,,,,
2019-01-07,식품,게장류,10,25,17,47,25,50,12,27,6,5
2019-01-07,식품,견과류,2,16,15,55,16,52,11,30,8,6
2019-01-07,식품,견과류 땅콩,1,,5,5,5,12,9,5,2,1
2019-01-07,식품,견과류 마카다미아,1,1,2,,,4,,2,1,1
2019-01-07,식품,견과류 밤,3,18,18,46,22,34,5,11,,5
2019-01-07,식품,견과류 잣/은행,1,3,1,3,,3,2,5,2,6
2019-01-07,식품,견과류 카카오닙스,1,,,2,3,6,2,5,2,
2019-01-07,식품,견과류 캐슈넛,,,6,3,1,3,3,2,1,
2019-01-07,식품,견과류 피스타치오,,1,3,2,1,3,1,,,
2019-01-07,식품,견과류 호두,2,5,13,11,10,9,,16,2,5
2019-01-07,식품,계란,2,16,19,102,29,85,8,23,2,6
2019-01-07,식품,고등어,5,14,24,68,25,71,24,35,3,13
2019-01-07,식품,고추/피망/파프리카,1,5,16,26,9,24,4,15,3,
2019-01-07,식품,곡물차,1,8,9,32,12,19,4,9,,3
2019-01-07,냉난방가전,공기정화 용품,6,17,28,36,20,35,18,9,7,1
2019-01-07,냉난방가전,공기청정기,5,6,25,36,21,41,13,9,4,5
2019-01-07,식품,곶감/반건시,5,8,22,66,25,37,16,20,8,13
2019-01-07,식품,과실차,2,9,4,14,5,18,6,6,2,4
2019-01-07,식품,과일류,,8,16,18,13,25,10,21,3,6
2019-01-07,식품,과일세트,,3,,5,2,1,2,3,1,
2019-01-07,식품,과일채소 분말/분태,1,,,,,,,,,
2019-01-07,식품,과채 음료/주스,20,45,42,97,54,79,25,17,16,12
2019-01-07,식품,구이/수육용 돈육,,1,1,,1,,,2,,
2019-01-07,식품,국내산 돈육,3,2,6,16,6,12,3,3,1,2
2019-01-07,식품,굴 생물,1,15,11,30,18,44,16,16,7,6
2019-01-07,식품,굴비/조기,1,2,9,10,7,19,10,13,5,7
2019-01-07,식품,글루코사민/키토산 영양제,2,11,7,10,8,8,3,7,4,
2019-01-07,뷰티,기능성 링클케어 화장품,,,,,,,,,1,
2019-01-07,뷰티,기능성 모공관리 화장품,5,12,7,15,5,9,,3,1,1
2019-01-07,뷰티,기능성 아이케어 화장품,6,45,25,104,31,98,24,48,2,9
2019-01-07,뷰티,기능성 영양보습 화장품,4,1,,3,1,4,,2,,
2019-01-07,뷰티,기능성 트러블케어 화장품,13,12,3,9,5,15,1,4,2,
2019-01-07,뷰티,기능성 화장품 세트,3,1,,5,1,3,1,4,,1
2019-01-07,뷰티,기초 화장용 로션,31,125,139,274,96,210,35,77,15,20
2019-01-07,뷰티,기초 화장용 미스트,11,37,16,75,17,47,8,19,2,1
2019-01-07,뷰티,기초 화장용 스킨,35,109,43,135,38,116,39,70,10,8
2019-01-07,뷰티,기초 화장용 에센스,35,156,58,291,85,237,39,88,10,20
2019-01-07,뷰티,기초 화장용 오일/앰플,17,93,25,103,24,53,8,31,6,10
2019-01-07,뷰티,기초 화장용 크림,168,509,252,899,198,604,80,251,41,45
2019-01-07,식품,기타 농산물,2,12,14,41,24,71,13,37,9,9
2019-01-07,식품,기타 주스류,12,26,34,61,34,48,5,8,2,3
2019-01-07,식품,기타 한방/환제품,,,3,2,4,,1,2,1,
2019-01-07,식품,김치류,12,15,28,52,32,58,17,33,7,8
2019-01-07,식품,꽃게,,1,3,6,,6,2,3,,1
2019-01-07,식품,나물,2,12,8,14,8,17,8,15,1,2
2019-01-07,식품,낙지,3,15,45,65,45,160,25,97,11,30
2019-01-07,냉난방가전,난방용 열풍기,,,,,1,,,8,,
2019-01-07,뷰티,남성 로션,16,4,28,16,24,17,9,4,3,
2019-01-07,뷰티,남성 메이크업,6,1,6,5,4,2,,3,,
2019-01-07,뷰티,남성 선케어,4,,1,,2,2,,,,
2019-01-07,뷰티,남성 세트,9,8,17,29,24,25,21,14,7,4
2019-01-07,뷰티,남성 쉐이빙,21,7,21,10,8,7,8,3,2,2
2019-01-07,뷰티,남성 스킨,5,9,22,11,11,14,12,8,3,3
2019-01-07,뷰티,남성 에센스,10,4,27,15,20,18,9,12,2,3
2019-01-07,뷰티,남성 크림,3,1,5,1,1,2,,,,1
2019-01-07,뷰티,남성 클렌징,3,3,3,5,4,3,8,1,1,
2019-01-07,냉난방가전,냉풍기,,,,,,,2,,,1
2019-01-07,뷰티,네일 메이크업 용품,19,79,54,189,55,89,20,27,5,8
2019-01-07,뷰티,네일관리 소품,,3,2,3,1,4,3,3,,
2019-01-07,뷰티,네일리무버,3,1,3,8,3,7,,3,,
2019-01-07,뷰티,네일세트,,3,1,2,1,3,,1,,
2019-01-07,뷰티,네일아트,,,,,1,3,,1,,
2019-01-07,뷰티,네일컬러,1,5,3,14,3,13,,1,,
2019-01-07,뷰티,네일케어,3,4,3,15,1,7,1,1,,
2019-01-07,식품,녹차,,11,15,18,11,11,11,3,4,2
2019-01-07,식품,느타리버섯,,,2,8,2,4,3,,,1
2019-01-07,식품,다이어트보조식,29,84,46,130,43,169,28,92,11,18
2019-01-07,식품,다이어트용 헬스보충식품,56,14,31,29,12,20,16,6,,
2019-01-07,식품,닭 양념육,2,,3,2,1,,,1,,
2019-01-07,식품,닭가슴살,95,120,131,150,49,81,40,46,16,10
2019-01-07,식품,대게/킹크랩,4,1,8,5,9,7,3,4,,
2019-01-07,식품,더치커피,,7,9,13,9,10,3,2,1,1
2019-01-07,뷰티,데오드란트,3,8,8,17,5,13,1,3,,
2019-01-07,식품,도라지/더덕,3,2,6,8,4,9,2,10,3,4
2019-01-07,냉난방가전,돈풍기,,1,1,,6,3,2,5,2,1
2019-01-07,식품,돼지 곱창,102,237,122,244,39,83,8,15,8,6
2019-01-07,식품,두유,25,71,93,260,108,270,71,162,30,28
2019-01-07,식품,둥굴레차,,5,10,9,20,14,15,5,6,4
2019-01-07,식품,딸기/복분자/블루베리,8,17,20,70,16,37,7,13,1,4
2019-01-07,식품,딸기우유,,5,7,20,6,7,,3,,
2019-01-07,냉난방가전,라디에이터,1,4,10,7,12,5,13,5,4,2
2019-01-07,식품,랍스타,4,1,9,4,4,5,,1,1,1
2019-01-07,식품,레몬/자몽,,14,13,26,7,24,5,9,3,6
2019-01-07,식품,루테인/눈 영양제,14,28,32,75,57,81,36,57,12,9
2019-01-07,뷰티,린스,3,23,13,35,14,39,11,15,2,
2019-01-07,뷰티,립앤아이 리무버,3,18,2,28,4,11,4,4,,
2019-01-07,식품,마늘/생강,,8,13,37,9,31,8,20,,10
2019-01-07,냉난방가전,멀티형 에어컨,,,,,1,1,,,,
2019-01-07,뷰티,메이크업 박스,,1,,2,,,1,1,,
2019-01-07,뷰티,메이크업 브러쉬,11,66,12,52,9,26,4,9,1,2
2019-01-07,식품,메추리알,3,7,5,11,1,5,1,,,
2019-01-07,식품,명태/동태,,4,,8,3,5,,5,,
2019-01-07,식품,무/배추,,2,1,7,,7,1,3,,
2019-01-07,식품,무김치,3,1,5,19,14,30,7,15,1,8
2019-01-07,식품,문어,,2,1,,,2,2,2,1,2
2019-01-07,식품,물김치,,,1,3,1,8,3,8,,1
2019-01-07,식품,미나리,,1,,2,1,,,3,,1
2019-01-07,식품,미숫가루/곡물가루,3,2,6,6,5,10,1,1,,1
2019-01-07,뷰티,미용가위,1,2,,8,4,3,1,2,,
2019-01-07,식품,믹스 채소,,,1,5,1,5,,2,,
2019-01-07,식품,밀크티/티라떼,10,46,26,63,10,27,11,10,1,2
2019-01-07,식품,바나나/파인애플/망고,7,11,29,55,22,37,13,17,2,1
2019-01-07,식품,바나나우유,9,22,10,20,16,18,1,5,,1
2019-01-07,뷰티,바디 보습제,35,92,66,167,56,122,27,43,11,9
2019-01-07,뷰티,바디 세트,5,10,5,21,4,16,2,3,,1
2019-01-07,뷰티,바디 스크럽,2,15,5,26,3,12,1,8,2,
2019-01-07,뷰티,바디 클렌져,19,45,61,152,53,94,56,30,8,3
2019-01-07,뷰티,바디케어용 땀패드,,1,,2,1,1,,,,
2019-01-07,뷰티,바디케어용 때비누,1,1,2,6,1,6,10,2,1,3
2019-01-07,뷰티,바디케어용 볼륨업크림,2,6,,9,3,1,1,1,1,
2019-01-07,뷰티,바디케어용 슬리밍,1,1,1,5,1,3,,,,
2019-01-07,뷰티,바디케어용 제모제,5,7,2,3,5,1,2,2,2,
2019-01-07,뷰티,바디케어용 청 결제,4,19,12,37,23,26,7,8,,
2019-01-07,식품,반건조고구마,1,3,4,22,5,24,1,5,2,
2019-01-07,식품,반찬류,7,14,22,53,25,55,5,17,2,5
2019-01-07,식품,배/포도/과일즙,3,20,27,73,31,55,11,21,2,1
2019-01-07,식품,배추김치,2,11,17,26,24,58,26,61,9,7
2019-01-07,식품,백김치,,,,1,2,1,,1,,
2019-01-07,뷰티,베이스 메이크업 세트,,1,,,,2,,1,,
2019-01-07,뷰티,베이스 메이크업용 BB크림,2,20,10,37,13,24,2,12,1,3
2019-01-07,뷰티,베이스 메이크업용 CC크림,2,7,2,15,,6,1,2,,
2019-01-07,뷰티,베이스 메이크업용 가루파우더,1,12,2,12,1,8,2,8,,1
2019-01-07,뷰티,베이스 메이크업용 메이크업베이스,2,9,,17,1,10,2,4,,1
2019-01-07,뷰티,베이스 메이크업용 컨실러,8,34,10,27,6,23,2,7,3,1
2019-01-07,뷰티,베이스 메이크업용 쿠션팩트,10,100,20,94,16,78,13,23,1,5
2019-01-07,뷰티,베이스 메이크업용 트윈케이크,,1,,3,1,4,2,3,,
2019-01-07,뷰티,베이스 메이크업용 파우더팩트,2,42,18,68,29,73,6,28,2,3
2019-01-07,뷰티,베이스 메이크업용 파운데이션,18,128,21,132,24,70,10,39,2,5
2019-01-07,뷰티,베이스 메이크업용 프라이머,4,29,12,31,8,13,2,4,,
2019-01-07,냉난방가전,벽걸이 에어컨,,1,1,,1,2,,,,
2019-01-07,냉난방가전,벽걸이형 냉온풍기,,,,,,,1,,,
2019-01-07,냉난방가전,벽걸이형 선풍기,,,,,,,,,1,
2019-01-07,식품,보리차,2,3,4,40,19,11,4,7,2,1
2019-01-07,냉난방가전,보일러,2,,,,1,2,1,,,
2019-01-07,식품,복분자/석류/과실즙,8,17,22,52,31,65,22,54,14,9
2019-01-07,냉난방가전,복합식 가습기,1,10,25,57,18,35,8,16,7,11
2019-01-07,식품,부추,1,2,,9,1,10,,3,,
2019-01-07,뷰티,뷰티 눈썹정리도구,6,1,2,4,5,5,6,3,,
2019-01-07,뷰티,뷰티 속눈썹/쌍꺼풀,3,15,1,25,5,9,1,4,1,2
2019-01-07,뷰티,뷰티 손거울,,10,4,9,5,8,1,2,1,1
2019-01-07,뷰티,뷰티 타투,,3,2,1,,1,,,,
2019-01-07,뷰티,뷰티 헤어캡,,2,1,6,,3,,,,1
2019-01-07,뷰티,뷰티 화장솜,9,34,10,41,4,30,3,10,1,1
2019-01-07,뷰티,뷰티 화장품 공병/케이스,1,1,3,7,2,10,,,2,2
2019-01-07,뷰티,뷰티용 기름종이,,3,5,1,2,2,,2,,1
2019-01-07,뷰티,뷰티용 면봉/귀이개,2,14,16,21,18,10,4,4,,
2019-01-07,뷰티,뷰티용 뷰러,1,13,2,12,3,7,2,2,1,2
2019-01-07,뷰티,뷰티용 샤프너,,1,1,2,,,,,,
2019-01-07,뷰티,뷰티용 여드름압출기,2,4,6,7,2,2,2,,,
2019-01-07,식품,브로콜리/셀러리,2,8,8,30,6,12,7,11,1,
2019-01-07,식품,비타민,57,78,117,255,139,306,68,137,22,36
2019-01-07,식품,비타민/화이바 음료,8,14,13,12,13,9,8,3,8,2
2019-01-07,식품,삼치,,4,6,15,3,12,1,5,,
2019-01-07,식품,상황버섯,2,,,,,,,,,
2019-01-07,식품,새송이버섯,,3,2,8,4,8,2,,1,1
2019-01-07,식품,새우/대하,5,16,13,12,7,12,8,,2,2
2019-01-07,뷰티,색조 메이크업 립글로스,,3,1,4,2,8,3,1,,
2019-01-07,뷰티,색조 메이크업 립라이너,,3,1,3,,,,,,
2019-01-07,뷰티,색조 메이크업 립밤,19,31,28,80,24,52,10,15,3,2
2019-01-07,뷰티,색조 메이크업 립스틱,20,148,29,136,24,82,7,41,2,4
2019-01-07,뷰티,색조 메이크업 립틴트,17,167,21,171,9,89,7,15,,6
2019-01-07,뷰티,색조 메이크업 마스카라,3,47,34,64,27,128,8,63,1,4
2019-01-07,뷰티,색조 메이크업 볼터치,4,67,10,64,5,31,2,7,1,4
2019-01-07,뷰티,색조 메이크업 속눈썹영양제,2,12,3,12,4,6,3,5,,
2019-01-07,뷰티,색조 메이크업 쉐딩/하이라이터,3,38,2,19,2,8,,3,1,
2019-01-07,뷰티,색조 메이크업 아이라이너,6,88,10,75,14,47,5,23,1,4
2019-01-07,뷰티,색조 메이크업 아이브로우,9,44,12,75,12,39,8,12,2,4
2019-01-07,뷰티,색조 메이크업 아이섀도우,11,141,11,61,19,49,12,25,1,2
2019-01-07,식품,생닭/닭부분육,,2,5,23,11,19,1,4,,
2019-01-07,식품,생선류,4,17,19,31,17,27,15,20,2,5
2019-01-07,식품,생수,95,230,313,612,300,442,140,200,39,42
2019-01-07,식품,생식/선식 분말,1,,6,5,,7,1,3,2,2
2019-01-07,뷰티,샤워코롱,2,,1,3,2,1,,1,,
2019-01-07,뷰티,샴푸,87,213,210,463,204,383,98,182,28,40
2019-01-07,뷰티,선로션,1,10,1,2,3,7,1,1,1,
2019-01-07,뷰티,선스프레이,,,2,1,,,,,,
2019-01-07,식품,선식,1,2,3,8,5,8,,3,1,
2019-01-07,뷰티,선케어용 선밤,2,6,6,6,3,6,3,6,,
2019-01-07,뷰티,선크림,8,61,25,84,18,56,12,11,7,6
2019-01-07,뷰티,세안도구,4,4,3,9,2,,1,2,,
2019-01-07,식품,소고기 등심/안심,1,4,2,6,4,7,1,4,2,1
2019-01-07,식품,소고기 육회,22,51,39,68,39,55,12,9,2,3
2019-01-07,뷰티,손톱정리도구,,,6,1,1,2,1,,1,
2019-01-07,식품,수산 생물,16,70,55,150,44,104,21,30,9,9
2019-01-07,식품,수입우육,24,14,25,40,15,17,5,5,2,4
2019-01-07,식품,숙취/에너지/건강 음료,12,11,18,21,10,24,14,11,5,3
2019-01-07,뷰티,스크럽/필링크림,13,36,7,52,12,33,9,7,3,5
2019-01-07,뷰티,스킨케어 곡물팩,,,1,5,,4,,1,,
2019-01-07,뷰티,스킨케어 마스크팩,41,118,52,190,54,115,15,53,10,7
2019-01-07,뷰티,스킨케어 수면팩,5,20,64,37,34,37,32,6,1,4
2019-01-07,뷰티,스킨케어 시트마스크팩,14,60,22,90,16,51,17,29,4,7
2019-01-07,뷰티,스킨케어 워시오프팩,3,2,,5,1,4,2,,,
2019-01-07,뷰티,스킨케어 코팩,11,23,12,26,7,25,7,11,2,3
2019-01-07,뷰티,스킨케어 필오프팩,2,9,3,12,5,4,,2,2,
2019-01-07,냉난방가전,스탠드형 냉온풍기,,2,2,3,2,,1,,,
2019-01-07,냉난방가전,스탠드형 에어컨,,,1,8,,,2,2,,
2019-01-07,식품,스피루리나 영양제,1,1,3,9,4,12,3,7,,1
2019-01-07,식품,시금치,1,5,4,18,3,19,4,5,,2
2019-01-07,식품,식혜/수정과,2,3,17,9,2,8,2,6,,
2019-01-07,식품,쌀,45,38,146,317,212,322,127,180,34,54
2019-01-07,식품,쌈채소,6,12,22,56,22,33,7,4,1,3
2019-01-07,식품,아몬드유/코코넛밀크,4,50,15,32,17,26,6,8,,
2019-01-07,식품,아이스티,1,6,5,10,4,9,5,2,2,1
2019-01-07,뷰티,애프터선,7,7,9,17,6,20,3,6,5,5
2019-01-07,식품,야채/호박즙,8,65,55,126,33,63,22,41,5,5
2019-01-07,식품,양념 돈육,,2,1,2,,,,,,
2019-01-07,식품,양념우육,3,8,5,10,1,7,1,2,2,3
2019-01-07,식품,양배추/양상추,,3,5,19,5,15,2,8,1,1
2019-01-07,식품,양파/마늘즙,1,5,9,16,12,25,10,5,1,3
2019-01-07,식품,어란(생선알),,2,,4,1,4,1,,1,
2019-01-07,식품,어린이 음료,1,2,8,6,1,3,,1,,
2019-01-07,식품,어린이영양제,1,9,12,46,9,17,4,2,,
2019-01-07,식품,어린이홍삼,,2,15,35,19,42,5,6,,1
2019-01-07,식품,어린잎/새싹채소,1,7,,6,4,4,2,2,,
2019-01-07,냉난방가전,업소용 선풍기,,,2,,,,,,1,
2019-01-07,냉난방가전,에어워셔,2,,6,13,9,3,2,,,
2019-01-07,냉난방가전,에어컨 리모컨,,,,,1,,,,,
2019-01-07,식품,에이드,3,22,14,14,4,3,1,,,
2019-01-07,식품,연어/훈제연어,3,3,5,10,5,14,1,2,,1
2019-01-07,식품,영지버섯,,,1,,,,,1,,
2019-01-07,식품,오리고기/훈제오리,4,6,26,51,47,128,24,90,13,11
2019-01-07,식품,오메가3/스쿠알렌 영양제,16,17,34,77,37,75,24,35,6,5
2019-01-07,식품,오이/가지,2,5,3,13,2,10,,5,,1
2019-01-07,식품,오징어,8,10,12,26,7,24,5,11,2,2
2019-01-07,식품,옥돔,,,,2,1,3,2,5,1,
2019-01-07,식품,옥수수,1,,3,4,2,4,3,9,,
2019-01-07,식품,옥수수차,,4,2,12,7,6,5,1,2,1
2019-01-07,냉난방가전,온수매트,4,4,9,17,13,27,10,16,5,
2019-01-07,냉난방가전,온열매트,17,15,42,30,74,38,27,19,3,5
2019-01-07,냉난방가전,온풍기,5,13,30,26,26,26,19,7,8,3
2019-01-07,식품,옻/칡/쑥즙,1,1,5,4,4,11,4,8,1,
2019-01-07,식품,요거트/발효유,9,29,36,125,34,63,10,21,1,5
2019-01-07,식품,우엉/연근,,,,,,7,,1,,
2019-01-07,식품,원두커피,6,29,57,97,93,109,60,50,16,14
2019-01-07,식품,윙봉/닭다리/날개,,,,2,2,11,,2,,
2019-01-07,식품,유자차,3,5,19,16,17,17,6,5,2,
2019-01-07,식품,유제품 음료,16,30,33,106,34,70,11,12,2,
2019-01-07,식품,율무차,1,7,10,9,10,11,7,7,5,1
2019-01-07,식품,음용 식초,2,5,,6,5,9,5,11,2,
2019-01-07,냉난방가전,의류건조기,2,,22,22,12,10,5,8,7,4
2019-01-07,냉난방가전,이동형 에어컨,,,1,1,1,1,,,,
2019-01-07,식품,이온음료,7,7,18,23,15,14,2,2,1,
2019-01-07,식품,인삼/수삼/산삼,5,5,12,9,3,12,1,6,,2
2019-01-07,식품,인스턴트커피,38,120,148,290,246,275,163,117,83,26
2019-01-07,뷰티,입욕제,3,12,9,10,8,13,,7,,1
2019-01-07,냉난방가전,자연식 가습기,,1,2,1,,1,,1,,
2019-01-07,식품,잡곡,1,7,14,44,15,39,18,21,5,5
2019-01-07,식품,잡곡 씨드류,,,1,4,3,5,,6,,
2019-01-07,식품,장어,,1,7,9,6,9,1,3,,1
2019-01-07,식품,장조림/카레용 돈육,1,,1,6,,2,,1,1,
2019-01-07,식품,저/무지방우유,9,11,9,41,22,22,5,9,,2
2019-01-07,냉난방가전,전기온수기,,,,3,8,6,8,1,3,
2019-01-07,냉난방가전,전기장판,3,6,9,11,14,12,8,12,,4
2019-01-07,식품,전복 생물,1,10,4,26,10,42,16,27,14,5
2019-01-07,식품,전통주,2,2,1,5,2,1,,,,
2019-01-07,식품,전통차,2,9,24,35,18,56,14,25,8,6
2019-01-07,식품,절임배추/김치속,2,,,5,6,8,2,7,1,3
2019-01-07,식품,젓갈류,5,11,16,44,17,28,6,10,4,4
2019-01-07,냉난방가전,제습기,,1,6,4,2,4,2,2,1,
2019-01-07,식품,조개,9,16,23,60,37,83,29,30,4,14
2019-01-07,식품,주꾸미,2,15,10,25,10,20,2,10,,1
2019-01-07,식품,차 선물세트,2,5,1,20,9,11,2,2,,1
2019-01-07,식품,차/곡물 음료,5,10,18,21,18,11,5,6,2,3
2019-01-07,식품,참외/메론/수박,1,2,4,2,6,19,1,3,,
2019-01-07,냉난방가전,천장형 에어컨,,,,,,,1,,,
2019-01-07,식품,초유 영양제,1,1,,5,1,1,,2,2,
2019-01-07,냉난방가전,초음파식 가습기,17,52,57,96,59,62,31,23,10,7
2019-01-07,식품,초코우유,13,24,1,11,8,4,,1,1,
2019-01-07,식품,카페 푸드,32,90,64,156,32,87,9,21,,6
2019-01-07,식품,카페용 초콜릿시럽,,5,2,4,6,2,3,4,,2
2019-01-07,냉난방가전,카페트매트,,4,3,3,1,2,3,2,1,
2019-01-07,식품,칼슘/철분 영양제,4,20,35,110,31,54,8,18,9,8
2019-01-07,식품,캡슐/POD커피,11,39,50,123,59,81,21,28,14,7
2019-01-07,식품,커피용 프림,,,,,2,,,,,
2019-01-07,식품,커피음료,112,309,167,462,98,201,44,56,13,6
2019-01-07,냉난방가전,컨벡터,1,1,6,2,5,10,4,3,,
2019-01-07,식품,코코아/핫초코,5,20,16,38,25,31,6,10,1,3
2019-01-07,식품,콜라겐/코큐텐 영양제,3,14,17,52,20,82,11,37,1,9
2019-01-07,식품,콩나물/숙주,,2,14,30,8,44,4,13,1,5
2019-01-07,뷰티,클렌징 로션,3,9,2,10,,6,1,2,,1
2019-01-07,뷰티,클렌징 오일,18,56,14,61,24,53,3,17,1,2
2019-01-07,뷰티,클렌징 워터/젤,5,46,10,36,8,11,4,8,1,
2019-01-07,뷰티,클렌징 크림,5,6,4,10,,6,1,,,1
2019-01-07,뷰티,클렌징 티슈,2,4,4,11,4,24,3,11,2,1
2019-01-07,뷰티,클렌징 폼,63,66,45,116,50,80,16,39,6,8
2019-01-07,식품,클로렐라 영양제,1,,,1,,2,,3,,
2019-01-07,식품,키위/참다래,5,7,4,15,7,18,7,14,1,1
2019-01-07,냉난방가전,탁상/USB 선풍기,,,1,,,,,2,,
2019-01-07,식품,탄산수,10,21,39,63,33,51,17,18,5,4
2019-01-07,식품,탄산음료,39,53,99,135,88,82,55,29,6,6
2019-01-07,뷰티,태닝용 선크림,,1,2,2,,,,,,
2019-01-07,식품,토마토,12,11,23,60,27,51,8,16,3,3
2019-01-07,뷰티,트리트먼트,17,88,36,126,35,127,20,35,11,9
2019-01-07,식품,파/양파,6,5,19,60,11,46,4,13,3,5
