날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2019-07-15,식품,딸기우유,2,1,9,15,3,11,,1,,1
2019-07-15,냉난방가전,라디에이터,,,,,1,,,,,
2019-07-15,식품,랍스타,2,1,4,1,,2,,,,
2019-07-15,식품,레몬/자몽,16,16,23,39,13,32,2,14,4,7
2019-07-15,식품,루테인/눈 영양제,7,21,34,70,43,98,32,54,19,8
2019-07-15,뷰티,린스,3,15,13,29,12,27,6,11,2,2
2019-07-15,뷰티,립앤아이 리무버,,22,6,14,4,14,2,2,1,
2019-07-15,식품,마늘/생강,2,7,14,19,10,24,7,10,5,11
2019-07-15,냉난방가전,멀티형 에어컨,,,4,,5,2,,1,,
2019-07-15,뷰티,메이크업 박스,,,,2,,3,1,4,,1
2019-07-15,뷰티,메이크업 브러쉬,6,51,17,48,15,27,5,13,,4
2019-07-15,식품,메추리알,,4,4,9,5,5,1,1,,1
2019-07-15,식품,명태/동태,1,,1,11,,7,,4,,1
2019-07-15,식품,무/배추,1,,,5,,4,,1,1,
2019-07-15,식품,무김치,5,6,14,50,32,98,23,55,8,10
2019-07-15,식품,문어,,,2,,1,,2,3,1,1
2019-07-15,식품,물김치,,1,2,6,3,17,2,9,,4
2019-07-15,식품,미나리,,,,1,2,3,,1,,
2019-07-15,식품,미숫가루/곡물가루,5,7,6,15,12,17,2,11,1,2
2019-07-15,뷰티,미용가위,1,1,,10,1,1,1,1,,
2019-07-15,식품,믹스 채소,,3,1,9,,3,,1,,
2019-07-15,식품,밀크티/티라떼,18,91,18,57,15,23,2,6,1,1
2019-07-15,식품,바나나/파인애플/망고,5,17,31,131,34,99,9,33,9,10
2019-07-15,식품,바나나우유,8,13,7,25,13,15,1,3,,1
2019-07-15,뷰티,바디 보습제,21,81,42,133,49,76,23,26,7,5
2019-07-15,뷰티,바디 세트,,7,4,8,7,13,2,1,1,1
2019-07-15,뷰티,바디 스크럽,3,10,4,25,1,17,3,5,,3
2019-07-15,뷰티,바디 클렌져,30,105,98,206,79,167,29,44,8,13
2019-07-15,뷰티,바디케어용 땀패드,,1,2,2,,3,,1,,
2019-07-15,뷰티,바디케어용 때비누,,4,5,8,3,8,2,3,,
2019-07-15,뷰티,바디케어용 볼륨업크림,3,3,1,4,2,6,,1,,
2019-07-15,뷰티,바디케어용 슬리밍,,2,,,2,3,1,1,,1
2019-07-15,뷰티,바디케어용 제모제,9,16,12,15,7,18,3,8,,1
2019-07-15,뷰티,바디케어용 청 결제,5,20,15,50,14,23,1,11,,
2019-07-15,식품,반건조고구마,3,11,18,22,3,17,,8,1,2
2019-07-15,식품,반찬류,7,26,27,34,29,26,6,14,6,6
2019-07-15,식품,배/포도/과일즙,5,19,31,63,25,40,6,17,4,7
2019-07-15,식품,배추김치,12,30,44,116,78,250,61,173,23,55
2019-07-15,식품,백김치,,,,3,,1,,1,,
2019-07-15,뷰티,베이스 메이크업 세트,,3,,1,,9,,3,,1
2019-07-15,뷰티,베이스 메이크업용 BB크림,2,21,12,32,6,25,4,4,2,2
2019-07-15,뷰티,베이스 메이크업용 CC크림,1,2,2,3,1,4,,1,,
2019-07-15,뷰티,베이스 메이크업용 가루파우더,3,14,3,17,7,14,1,9,1,
2019-07-15,뷰티,베이스 메이크업용 메이크업베이스,7,16,6,12,4,18,2,4,2,
2019-07-15,뷰티,베이스 메이크업용 컨실러,8,48,6,34,4,28,3,14,,4
2019-07-15,뷰티,베이스 메이크업용 쿠션팩트,14,162,42,261,68,267,23,129,8,24
2019-07-15,뷰티,베이스 메이크업용 트윈케이크,2,,1,2,1,7,,4,,
2019-07-15,뷰티,베이스 메이크업용 파우더팩트,5,49,27,74,20,82,3,19,1,4
2019-07-15,뷰티,베이스 메이크업용 파운데이션,12,147,27,250,53,298,31,138,5,33
2019-07-15,뷰티,베이스 메이크업용 프라이머,7,20,7,36,10,22,1,5,,1
2019-07-15,냉난방가전,벽걸이 에어컨,1,2,6,8,12,18,8,10,1,4
2019-07-15,냉난방가전,벽걸이형 냉온풍기,,,,,,,,,2,
2019-07-15,냉난방가전,벽걸이형 선풍기,2,,5,3,5,9,7,9,4,
2019-07-15,식품,보리차,2,,2,17,2,8,3,3,1,1
2019-07-15,냉난방가전,보일러,,,,1,,,1,,1,
2019-07-15,식품,복분자/석류/과실즙,14,26,27,68,47,143,26,85,15,19
2019-07-15,냉난방가전,복합식 가습기,,2,,4,,,,1,,
2019-07-15,식품,부추,,3,2,8,4,13,,2,1,1
2019-07-15,뷰티,뷰티 눈썹정리도구,4,9,1,17,1,3,2,1,1,
2019-07-15,뷰티,뷰티 속눈썹/쌍꺼풀,6,20,4,34,4,19,2,1,,3
2019-07-15,뷰티,뷰티 손거울,1,7,4,14,4,13,2,2,2,
2019-07-15,뷰티,뷰티 타투,3,24,7,13,3,6,1,2,,1
2019-07-15,뷰티,뷰티 헤어캡,,3,1,1,1,1,1,1,1,
2019-07-15,뷰티,뷰티 화장솜,13,49,16,42,13,31,4,9,1,2
2019-07-15,뷰티,뷰티 화장품 공병/케이스,3,9,4,8,3,14,2,4,,
2019-07-15,뷰티,뷰티용 기름종이,1,2,2,2,1,2,,,,
2019-07-15,뷰티,뷰티용 면봉/귀이개,5,14,7,20,10,13,2,5,2,
2019-07-15,뷰티,뷰티용 뷰러,,13,,14,1,3,,1,1,
2019-07-15,뷰티,뷰티용 샤프너,,3,1,3,,1,,,,
2019-07-15,뷰티,뷰티용 여드름압출기,3,9,5,8,2,3,,1,,
2019-07-15,식품,브로콜리/셀러리,4,10,9,35,6,21,3,8,1,3
2019-07-15,식품,비타민,53,84,115,197,154,203,61,146,16,35
2019-07-15,식품,비타민/화이바 음료,8,11,7,24,18,18,12,11,6,3
2019-07-15,식품,삼치,,1,3,11,2,8,,5,1,
2019-07-15,식품,상황버섯,,,1,,2,,,1,,
2019-07-15,식품,새송이버섯,,4,7,10,1,3,,1,2,
2019-07-15,식품,새우/대하,8,21,11,27,12,13,,5,2,
2019-07-15,뷰티,색조 메이크업 립글로스,,5,1,6,2,9,,2,,
2019-07-15,뷰티,색조 메이크업 립라이너,,1,,2,1,1,,2,,
2019-07-15,뷰티,색조 메이크업 립밤,22,29,13,31,13,18,1,12,,
2019-07-15,뷰티,색조 메이크업 립스틱,10,134,16,95,25,82,17,34,1,10
2019-07-15,뷰티,색조 메이크업 립틴트,16,162,48,146,17,66,7,12,2,4
2019-07-15,뷰티,색조 메이크업 마스카라,2,29,3,30,4,29,1,3,4,2
2019-07-15,뷰티,색조 메이크업 볼터치,1,42,4,42,5,13,1,4,,
2019-07-15,뷰티,색조 메이크업 속눈썹영양제,,11,3,11,2,6,1,1,,
2019-07-15,뷰티,색조 메이크업 쉐딩/하이라이터,1,15,1,14,3,9,3,4,2,1
2019-07-15,뷰티,색조 메이크업 아이라이너,3,61,16,100,23,66,8,28,2,6
2019-07-15,뷰티,색조 메이크업 아이브로우,12,60,14,57,12,58,7,23,4,5
2019-07-15,뷰티,색조 메이크업 아이섀도우,4,83,20,62,9,45,5,21,1,1
2019-07-15,식품,생닭/닭부분육,2,5,10,22,5,30,5,13,,4
2019-07-15,식품,생선류,8,9,16,33,12,35,7,21,2,12
2019-07-15,식품,생수,110,303,325,625,319,535,153,251,68,44
2019-07-15,식품,생식/선식 분말,,8,7,18,11,47,6,45,2,10
2019-07-15,뷰티,샤워코롱,,,,3,2,4,2,1,,2
2019-07-15,뷰티,샴푸,94,240,216,494,225,488,95,194,29,41
2019-07-15,뷰티,선로션,4,10,8,14,9,21,2,2,,1
2019-07-15,뷰티,선스프레이,,2,1,4,2,2,,1,2,
2019-07-15,식품,선식,,3,3,12,3,6,2,4,3,
2019-07-15,뷰티,선케어용 선밤,9,29,18,67,37,59,6,23,4,5
2019-07-15,뷰티,선크림,14,57,31,127,30,64,14,28,9,6
2019-07-15,뷰티,선파우더,,1,,,,,,,,
2019-07-15,뷰티,세안도구,3,5,4,7,1,5,2,,,2
2019-07-15,식품,소고기 등심/안심,1,6,4,11,3,10,,2,1,
2019-07-15,식품,소고기 육회,43,79,45,68,43,58,4,4,1,
2019-07-15,뷰티,손톱정리도구,,1,,5,4,4,3,3,,
2019-07-15,식품,수산 생물,16,27,24,50,31,41,14,9,8,5
2019-07-15,식품,수입우육,5,28,24,74,35,107,25,83,2,15
2019-07-15,식품,숙취/에너지/건강 음료,11,13,18,27,30,26,10,12,2,3
2019-07-15,뷰티,스크럽/필링크림,9,36,25,55,13,42,8,10,3,2
2019-07-15,뷰티,스킨케어 곡물팩,,4,1,2,3,4,,5,,1
2019-07-15,뷰티,스킨케어 마스크팩,43,159,73,281,60,207,34,89,8,14
2019-07-15,뷰티,스킨케어 수면팩,,18,7,16,9,32,3,6,2,1
2019-07-15,뷰티,스킨케어 시트마스크팩,23,66,25,78,22,60,11,27,2,7
2019-07-15,뷰티,스킨케어 워시오프팩,2,11,8,22,,7,,4,1,
2019-07-15,뷰티,스킨케어 코팩,12,45,28,59,17,46,14,28,2,3
2019-07-15,뷰티,스킨케어 필오프팩,1,9,5,27,11,10,1,4,,2
2019-07-15,냉난방가전,스탠드형 냉온풍기,,2,3,1,1,,2,3,,
2019-07-15,냉난방가전,스탠드형 에어컨,,,7,11,9,6,7,1,2,
2019-07-15,식품,스피루리나 영양제,,2,3,3,3,2,1,4,,2
2019-07-15,식품,시금치,,,6,3,1,10,,1,,
2019-07-15,식품,식혜/수정과,,5,10,12,16,8,10,3,,1
2019-07-15,식품,쌀,33,53,126,243,152,296,97,156,50,52
2019-07-15,식품,쌈채소,6,17,13,37,16,30,11,12,2,2
2019-07-15,식품,아몬드유/코코넛밀크,8,38,19,45,19,29,10,11,2,
2019-07-15,식품,아이스티,7,19,20,16,27,45,8,10,5,4
2019-07-15,뷰티,애프터선,3,19,14,49,21,37,4,7,1,4
2019-07-15,식품,야채/호박즙,17,46,45,68,25,46,11,23,7,7
2019-07-15,식품,양념 돈육,2,2,8,12,7,5,2,,,
2019-07-15,식품,양념우육,3,7,4,10,6,12,,4,,
2019-07-15,식품,양배추/양상추,1,,2,13,1,18,3,6,,1
2019-07-15,식품,양파/마늘즙,4,4,15,13,14,26,6,11,3,2
2019-07-15,식품,어란(생선알),,,2,8,3,12,1,1,,2
2019-07-15,식품,어린이 음료,,2,12,24,4,4,2,,,
2019-07-15,식품,어린이영양제,1,2,25,81,14,25,3,2,,
2019-07-15,식품,어린이홍삼,1,6,22,86,22,36,4,8,2,1
2019-07-15,식품,어린잎/새싹채소,,5,3,9,3,6,,1,1,
2019-07-15,냉난방가전,업소용 선풍기,,1,5,1,7,4,5,2,3,
2019-07-15,냉난방가전,에어워셔,,,,,,1,,,,
2019-07-15,냉난방가전,에어컨 리모컨,2,1,6,2,2,3,3,2,,
2019-07-15,식품,에이드,8,18,8,22,10,15,2,5,,1
2019-07-15,식품,연어/훈제연어,1,,3,8,,13,1,5,,4
2019-07-15,식품,오리고기/훈제오리,6,11,32,48,21,88,23,36,1,8
2019-07-15,식품,오메가3/스쿠알렌 영양제,9,17,29,74,42,63,26,47,11,9
2019-07-15,식품,오이/가지,,7,5,21,21,22,2,10,1,3
2019-07-15,식품,오징어,7,9,21,38,16,35,5,5,3,3
2019-07-15,식품,옥돔,,,,,1,,1,,,
2019-07-15,식품,옥수수,5,36,53,189,81,206,35,87,19,28
2019-07-15,식품,옥수수차,,3,9,13,9,7,4,9,3,1
2019-07-15,냉난방가전,온수매트,,,3,,,11,,,,
2019-07-15,냉난방가전,온열매트,8,5,49,16,57,26,21,9,5,4
2019-07-15,냉난방가전,온풍기,,,1,4,3,5,2,2,,
2019-07-15,식품,옻/칡/쑥즙,2,2,1,7,,11,1,4,2,2
2019-07-15,식품,요거트/발효유,9,49,36,133,34,85,15,26,4,5
2019-07-15,식품,우엉/연근,,,,1,,1,,,,
2019-07-15,식품,원두커피,20,30,64,115,112,97,61,41,14,13
2019-07-15,식품,윙봉/닭다리/날개,1,1,3,2,4,5,,3,,
2019-07-15,식품,유자차,,4,6,5,1,4,,1,2,
2019-07-15,식품,유제품 음료,11,40,35,95,30,49,13,11,5,4
2019-07-15,식품,율무차,3,3,4,2,6,,5,1,3,1
2019-07-15,식품,음용 식초,2,8,8,20,4,19,4,3,,1
2019-07-15,냉난방가전,의류건조기,2,6,16,19,13,23,3,8,3,3
2019-07-15,냉난방가전,이동형 에어컨,,1,4,2,5,7,4,7,1,3
2019-07-15,식품,이온음료,8,14,40,25,25,26,10,8,4,3
2019-07-15,식품,인삼/수삼/산삼,2,3,8,16,5,18,4,11,,1
2019-07-15,식품,인스턴트커피,32,69,396,247,182,240,154,140,68,21
2019-07-15,뷰티,입욕제,3,6,5,16,1,10,3,2,,
2019-07-15,냉난방가전,자연식 가습기,,,1,,,,,1,1,
2019-07-15,식품,잡곡,4,13,10,38,29,44,13,31,5,11
2019-07-15,식품,잡곡 씨드류,1,1,2,5,,3,2,4,,3
2019-07-15,식품,장어,3,2,11,12,3,11,3,2,3,3
2019-07-15,식품,장조림/카레용 돈육,,7,2,1,1,3,,,,
2019-07-15,식품,저/무지방우유,5,11,17,33,12,34,4,14,2,2
2019-07-15,냉난방가전,전기온수기,,1,4,1,6,1,2,1,1,1
2019-07-15,냉난방가전,전기장판,1,,,3,,1,,,,
2019-07-15,식품,전복 생물,1,4,5,31,33,76,18,65,11,22
2019-07-15,식품,전통주,4,2,1,1,,2,1,,,
2019-07-15,식품,전통차,3,9,5,30,9,29,6,12,3,1
2019-07-15,식품,절임배추/김치속,,,,1,,6,1,1,,
2019-07-15,식품,젓갈류,1,12,16,26,28,44,6,24,3,6
2019-07-15,냉난방가전,제습기,8,5,14,21,16,21,8,11,3,4
2019-07-15,식품,조개,4,6,15,38,14,38,7,14,1,2
2019-07-15,식품,주꾸미,5,23,18,34,8,23,6,10,2,1
2019-07-15,식품,차 선물세트,3,4,3,11,3,8,1,2,,1
2019-07-15,식품,차/곡물 음료,4,11,13,24,12,21,1,10,1,3
2019-07-15,식품,참외/메론/수박,17,29,74,124,101,154,38,76,24,25
2019-07-15,냉난방가전,천장형 에어컨,,,,,1,,,,,
2019-07-15,식품,초유 영양제,1,,1,1,1,2,,2,,
2019-07-15,냉난방가전,초음파식 가습기,,,,1,,1,,,,1
2019-07-15,식품,초코우유,10,15,7,17,2,16,2,1,1,
2019-07-15,식품,카페 푸드,44,162,72,180,50,98,9,22,2,2
2019-07-15,식품,카페용 초콜릿시럽,,1,4,2,4,6,1,4,,3
2019-07-15,식품,칼슘/철분 영양제,6,18,22,55,42,67,13,34,5,6
2019-07-15,식품,캡슐/POD커피,4,13,34,51,40,45,15,24,1,5
2019-07-15,식품,커피용 프림,,,1,1,,,1,,,1
2019-07-15,식품,커피음료,146,362,242,457,147,266,50,64,19,14
2019-07-15,식품,코코아/핫초코,10,9,5,13,10,9,2,1,,
2019-07-15,식품,콜라겐/코큐텐 영양제,4,28,16,50,21,114,15,30,10,13
2019-07-15,식품,콩나물/숙주,,3,9,29,9,36,4,5,1,
2019-07-15,뷰티,클렌징 로션,1,9,2,10,3,9,,6,,
2019-07-15,뷰티,클렌징 오일,12,55,13,59,17,51,9,11,2,7
2019-07-15,뷰티,클렌징 워터/젤,10,50,11,35,9,29,3,4,2,1
2019-07-15,뷰티,클렌징 크림,,14,5,10,1,8,1,,2,
2019-07-15,뷰티,클렌징 티슈,,7,13,15,11,19,6,7,10,2
2019-07-15,뷰티,클렌징 폼,45,112,84,179,47,152,31,49,6,5
2019-07-15,식품,클로렐라 영양제,,1,1,2,1,8,,,1,
2019-07-15,식품,키위/참다래,3,8,16,29,14,19,11,17,2,2
2019-07-15,냉난방가전,탁상/USB 선풍기,3,7,12,18,11,17,4,3,3,
2019-07-15,식품,탄산수,15,43,74,146,75,111,26,28,6,9
2019-07-15,식품,탄산음료,45,43,117,153,106,118,50,48,16,13
2019-07-15,뷰티,태닝용 선크림,2,2,3,5,1,3,,1,,
2019-07-15,식품,토마토,8,34,30,63,39,68,16,37,6,6
2019-07-15,뷰티,트리트먼트,18,93,45,136,44,119,16,44,7,8
2019-07-15,식품,파/양파,5,19,15,56,23,59,8,39,6,11
2019-07-15,식품,파김치,1,,1,6,3,11,1,10,,
2019-07-15,뷰티,팩도구,,1,3,4,,3,,1,,
2019-07-15,식품,포도/거봉/체리,2,1,7,8,1,6,1,1,1,1
2019-07-15,식품,표고버섯,,2,2,8,6,10,3,4,,2
2019-07-15,뷰티,풋스프레이,1,,,2,,2,,,,1
2019-07-15,뷰티,풋워시/스크럽,,1,4,5,,5,1,1,1,
2019-07-15,뷰티,풋크림,,1,5,24,5,11,2,2,3,1
2019-07-15,뷰티,풋패치,2,18,5,34,5,9,1,3,2,2
2019-07-15,식품,프라페/버블티 파우더,2,8,3,8,11,8,4,7,1,1
2019-07-15,식품,프로바이오틱스,25,70,133,248,75,266,51,113,28,32
2019-07-15,식품,프로폴리스/로얄젤리,4,10,20,33,15,39,10,18,5,3
2019-07-15,식품,한방 분말/환제품,14,31,22,64,61,76,31,68,11,21
2019-07-15,식품,한방재료,,6,5,8,16,10,9,12,5,2
2019-07-15,식품,한우육,5,9,18,57,19,59,9,23,4,8
2019-07-15,식품,해조류 다시마,,1,2,5,2,3,2,3,2,4
2019-07-15,식품,해조류 미역,1,4,10,34,8,24,4,3,1,3
2019-07-15,식품,해초류 ,1,,1,3,,2,1,,,
2019-07-15,뷰티,핸드워시/스크럽,4,14,26,71,23,40,9,7,1,3
2019-07-15,뷰티,핸드크림,8,33,9,36,11,34,6,7,2,1
2019-07-15,식품,허브차,14,62,27,89,26,54,14,19,5,5
2019-07-15,식품,헛개/가시오가피,,1,1,1,2,2,,,,
2019-07-15,뷰티,헤어 브러쉬,3,11,6,14,11,11,3,4,,
2019-07-15,뷰티,헤어매니큐어,,6,1,3,,2,,3,,2
2019-07-15,뷰티,헤어무스,,,,1,,,,,,
2019-07-15,뷰티,헤어스타일링용 염색약,10,49,22,119,31,119,22,103,12,31
2019-07-15,뷰티,헤어스타일링용 펌제,13,13,10,20,5,14,2,3,2,2
2019-07-15,뷰티,헤어스타일링용 흑채,2,4,2,5,6,7,4,5,,1
2019-07-15,뷰티,헤어스프레이,16,8,33,18,9,9,4,12,4,
2019-07-15,뷰티,헤어에센스,17,60,32,107,36,119,19,49,6,5
2019-07-15,뷰티,헤어왁스,18,6,21,15,14,12,6,6,,2
2019-07-15,뷰티,헤어젤,1,,1,1,5,4,,2,2,2
2019-07-15,뷰티,헤어케어세트,1,2,2,9,6,6,1,1,,1
2019-07-15,식품,호박,6,12,13,47,18,33,5,24,1,3
2019-07-15,식품,혼합견과,1,3,3,15,8,19,5,10,1,2
2019-07-15,식품,혼합곡,,,,1,,2,,,,1
2019-07-15,식품,홍삼 간식,1,,5,3,,1,,3,,
2019-07-15,식품,홍삼 분말/환,,1,2,1,2,4,1,5,,
2019-07-15,식품,홍삼 음료,1,,,3,2,8,1,6,,1
2019-07-15,식품,홍삼/인삼 제품,1,6,6,30,12,25,4,21,3,6
2019-07-15,식품,홍삼액/홍삼정,15,28,54,102,57,159,54,76,11,11
2019-07-15,식품,홍삼절편/홍삼정과,,1,6,11,11,10,2,4,,2
2019-07-15,식품,홍어,,,,,1,2,,,,
2019-07-15,식품,홍차,3,22,3,15,7,11,2,4,1,3
2019-07-15,뷰티,화장 비누,6,32,45,58,50,77,18,33,7,12
2019-07-15,뷰티,화장 퍼프,7,44,14,75,13,32,5,9,2,5
2019-07-15,식품,환자식,3,6,7,15,10,16,6,26,7,5
2019-07-15,냉난방가전,황토매트,,,,,,3,1,,,
2019-07-15,식품,회,146,220,148,275,95,105,36,32,10,7
2019-07-15,냉난방가전,휴대용 선풍기,12,47,41,71,40,35,15,12,1,2
2019-07-15,식품,흰우유,16,41,109,276,107,159,25,28,11,22
2019-07-15,냉난방가전,히터,2,,1,2,2,,,,,
2019-07-16,식품,가공란,15,22,26,38,24,48,8,24,4,1
2019-07-16,냉난방가전,가열식 가습기,,,1,,,,,,,
2019-07-16,식품,가자미,,,2,4,,10,,1,,
2019-07-16,식품,갈비/찜/바비큐용 돈육,2,1,1,3,2,5,,,,
2019-07-16,식품,갈비용 우육,1,1,3,9,1,1,,1,,
2019-07-16,식품,갈치,2,5,8,23,6,18,4,4,,5
2019-07-16,식품,감/홍시,,1,2,4,3,5,,2,,
2019-07-16,식품,감귤/한라봉/오렌지,6,15,22,86,39,79,12,24,4,10
2019-07-16,식품,감마리놀렌산 영양제,3,8,5,4,5,9,1,6,1,
2019-07-16,식품,감말랭이,,,1,1,,1,,2,,1
2019-07-16,식품,감자,13,29,16,39,19,59,8,40,8,5
2019-07-16,식품,갓김치,2,2,2,17,4,18,7,13,3,1
2019-07-16,식품,건강즙,1,12,9,16,10,26,2,13,1,3
2019-07-16,식품,건강즙/녹용,3,2,18,17,9,28,10,18,3,7
2019-07-16,식품,건대추,,,3,,4,6,1,4,,
2019-07-16,식품,건망고,,1,2,2,,2,,,,
2019-07-16,식품,건바나나,,2,5,8,1,,1,1,,
2019-07-16,식품,건어물 건새우,,,,,1,1,,,,
2019-07-16,식품,건어물 노가리,,1,2,5,3,1,,,1,1
2019-07-16,식품,건어물 마른오징어,5,17,39,78,44,36,9,17,5,7
2019-07-16,식품,건어물 멸치,2,2,6,16,6,22,5,9,3,6
2019-07-16,식품,건어물 쥐포,3,10,25,44,52,132,13,54,4,7
2019-07-16,식품,건어물 진미채,1,4,10,29,14,32,5,14,2,3
2019-07-16,식품,건어물 황태,1,1,7,19,8,8,7,8,,
2019-07-16,식품,건자두,2,2,6,23,5,20,7,20,,2
2019-07-16,식품,건포도,1,1,4,3,3,3,,,,1
2019-07-16,식품,게장류,8,26,15,15,10,20,4,13,1,
2019-07-16,식품,견과류,4,24,10,37,32,75,12,40,3,5
2019-07-16,식품,견과류 땅콩,1,2,4,11,9,7,8,8,3,1
2019-07-16,식품,견과류 마카다미아,3,1,,3,1,8,2,4,,
2019-07-16,식품,견과류 밤,2,8,5,34,8,16,1,11,2,2
2019-07-16,식품,견과류 잣/은행,,2,1,1,2,3,2,1,1,2
2019-07-16,식품,견과류 카카오닙스,,1,1,3,4,3,1,1,,
2019-07-16,식품,견과류 캐슈넛,2,7,5,13,6,6,3,6,3,3
2019-07-16,식품,견과류 피스타치오,,1,2,4,,1,,3,,
2019-07-16,식품,견과류 호두,3,5,11,15,22,23,8,7,3,2
2019-07-16,식품,계란,4,15,23,63,19,45,7,15,5,2
2019-07-16,식품,고등어,6,12,17,36,21,49,11,28,4,5
2019-07-16,식품,고추/피망/파프리카,7,8,10,36,13,27,7,22,2,2
2019-07-16,식품,곡물차,,4,1,18,9,14,3,1,,1
2019-07-16,냉난방가전,공기정화 용품,9,11,20,26,25,14,4,6,5,
2019-07-16,냉난방가전,공기청정기,1,1,14,8,13,5,3,1,4,
2019-07-16,식품,곶감/반건시,,1,,,1,2,,1,,1
2019-07-16,식품,과실차,2,6,4,11,4,13,4,8,1,
2019-07-16,식품,과일류,9,22,54,108,62,114,22,77,22,16
2019-07-16,식품,과일세트,1,,,2,,1,1,,,
2019-07-16,식품,과일채소 분말/분태,,1,,,,1,,1,,
2019-07-16,식품,과채 음료/주스,10,42,51,124,48,95,39,33,7,12
2019-07-16,식품,국내산 돈육,1,6,1,28,14,22,4,8,,4
2019-07-16,식품,굴 생물,,,,2,2,,,1,1,
2019-07-16,식품,굴비/조기,2,1,3,8,5,14,3,8,1,3
2019-07-16,식품,글루코사민/키토산 영양제,3,8,6,11,2,15,4,7,3,1
2019-07-16,뷰티,기능성 링클케어 화장품,,1,,2,,,,,,
2019-07-16,뷰티,기능성 모공관리 화장품,4,15,4,8,4,2,1,4,,1
2019-07-16,뷰티,기능성 아이케어 화장품,4,32,22,49,23,54,12,29,3,6
2019-07-16,뷰티,기능성 영양보습 화장품,2,3,2,3,,5,,2,,
2019-07-16,뷰티,기능성 트러블케어 화장품,9,29,6,19,6,10,4,6,,
2019-07-16,뷰티,기능성 화장품 세트,,1,,3,,3,1,1,,
2019-07-16,뷰티,기초 화장용 로션,37,69,44,110,42,69,13,27,3,10
2019-07-16,뷰티,기초 화장용 미스트,15,42,14,60,10,23,9,16,1,1
2019-07-16,뷰티,기초 화장용 스킨,43,159,47,178,41,98,22,56,7,13
2019-07-16,뷰티,기초 화장용 에센스,27,141,59,242,61,202,37,49,10,28
2019-07-16,뷰티,기초 화장용 오일/앰플,11,49,18,65,17,32,13,21,2,5
2019-07-16,뷰티,기초 화장용 크림,86,347,164,529,123,317,53,130,16,33
2019-07-16,식품,기타 농산물,,7,11,17,13,29,8,13,4,4
2019-07-16,식품,기타 주스류,14,25,35,81,31,45,11,16,7,4
2019-07-16,식품,기타 한방/환제품,,1,,5,1,8,,1,,
2019-07-16,식품,김치류,16,40,39,86,44,93,29,55,10,12
2019-07-16,식품,꽃게,,1,1,4,,6,,,1,
2019-07-16,식품,나물,3,4,5,23,6,20,2,5,,1
2019-07-16,식품,낙지,2,6,3,10,9,14,2,11,1,
2019-07-16,뷰티,남성 로션,6,7,12,12,12,15,6,5,2,
2019-07-16,뷰티,남성 메이크업,10,1,7,,,1,1,1,,
2019-07-16,뷰티,남성 선케어,1,1,2,,,2,,,,
2019-07-16,뷰티,남성 세트,15,5,11,15,17,17,10,8,5,
2019-07-16,뷰티,남성 쉐이빙,11,1,16,9,3,8,2,3,1,1
2019-07-16,뷰티,남성 스킨,3,5,7,6,11,10,5,11,5,1
2019-07-16,뷰티,남성 에센스,10,6,22,14,7,9,4,5,2,3
2019-07-16,뷰티,남성 크림,,,5,,2,1,,,,
2019-07-16,뷰티,남성 클렌징,3,2,5,1,2,3,2,2,,1
2019-07-16,냉난방가전,냉풍기,2,2,12,6,14,16,9,9,2,3
2019-07-16,뷰티,네일 메이크업 용품,31,261,88,458,64,188,15,38,13,11
2019-07-16,뷰티,네일관리 소품,1,7,2,7,1,4,1,,,
2019-07-16,뷰티,네일리무버,,1,5,12,3,4,1,1,2,
2019-07-16,뷰티,네일세트,,3,8,3,1,4,,,,
2019-07-16,뷰티,네일아트,,3,1,4,2,2,,,,
2019-07-16,뷰티,네일컬러,,13,1,17,1,12,,8,1,
2019-07-16,뷰티,네일케어,2,3,1,18,,7,,1,,1
2019-07-16,식품,녹차,,4,10,12,10,10,2,4,5,2
2019-07-16,식품,느타리버섯,,2,4,10,1,10,,1,,1
2019-07-16,식품,다이어트보조식,81,110,84,178,66,181,27,76,6,11
2019-07-16,식품,다이어트용 헬스보충식품,54,23,43,38,25,32,11,22,7,3
2019-07-16,식품,닭 양념육,1,1,,4,1,1,,2,1,1
2019-07-16,식품,닭가슴살,142,207,134,205,63,117,41,47,13,6
2019-07-16,식품,대게/킹크랩,,4,2,7,1,1,,1,,
2019-07-16,식품,더치커피,7,9,12,15,5,5,5,8,,
2019-07-16,뷰티,데오드란트,11,26,31,56,18,21,2,9,3,2
2019-07-16,식품,도라지/더덕,,4,5,13,4,6,1,2,,2
2019-07-16,식품,돼지 곱창,147,280,184,297,48,126,14,24,1,9
2019-07-16,식품,두유,15,66,113,189,105,202,50,122,23,34
2019-07-16,식품,둥굴레차,,1,5,3,1,4,7,2,1,
2019-07-16,식품,딸기/복분자/블루베리,3,5,8,21,12,23,4,12,1,4
2019-07-16,식품,딸기우유,3,6,7,23,7,9,1,,1,2
2019-07-16,냉난방가전,라디에이터,1,,,,,,,,,
2019-07-16,식품,랍스타,2,,1,1,2,3,,1,,
2019-07-16,식품,레몬/자몽,9,23,9,37,4,37,2,14,,3
2019-07-16,식품,루테인/눈 영양제,11,18,22,50,45,89,22,50,12,24
2019-07-16,뷰티,린스,6,19,8,21,11,24,8,11,1,3
2019-07-16,뷰티,립앤아이 리무버,1,21,7,20,2,14,3,3,,
