날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2018-01-31,뷰티,스킨케어 마스크팩,23,164,43,211,40,99,16,33,4,2
2018-01-31,뷰티,스킨케어 수면팩,6,22,8,30,1,3,4,5,1,1
2018-01-31,뷰티,스킨케어 시트마스크팩,8,100,16,144,28,95,5,36,4,7
2018-01-31,뷰티,스킨케어 워시오프팩,,11,2,6,1,2,,1,,
2018-01-31,뷰티,스킨케어 코팩,14,59,37,126,41,189,17,74,4,7
2018-01-31,뷰티,스킨케어 필오프팩,3,15,3,17,2,13,1,6,,2
2018-01-31,냉난방가전,스탠드형 냉온풍기,,,1,1,2,1,,3,,
2018-01-31,냉난방가전,스탠드형 에어컨,1,,2,1,1,1,,,,
2018-01-31,식품,스피루리나 영양제,1,1,2,5,,19,4,7,,
2018-01-31,식품,시금치,2,1,8,15,4,12,1,1,,2
2018-01-31,식품,식혜/수정과,,5,7,21,7,5,3,1,,
2018-01-31,식품,쌀,13,43,115,261,143,306,74,139,26,38
2018-01-31,식품,쌈채소,7,13,27,55,13,34,4,13,1,2
2018-01-31,식품,아몬드유/코코넛밀크,2,25,7,29,4,12,2,8,2,
2018-01-31,식품,아이스티,8,8,4,10,3,6,2,2,,1
2018-01-31,뷰티,애프터선,1,6,10,18,6,12,3,2,2,
2018-01-31,식품,야채/호박즙,7,32,36,66,26,49,11,23,3,8
2018-01-31,식품,양념 돈육,,1,,8,1,2,,,,
2018-01-31,식품,양념우육,4,15,5,7,5,4,2,1,,
2018-01-31,식품,양배추/양상추,3,4,5,15,5,6,1,3,,
2018-01-31,식품,양파/마늘즙,5,2,14,15,21,15,11,17,4,
2018-01-31,식품,어란(생선알),1,4,4,9,1,2,,,,
2018-01-31,식품,어린이 음료,,2,3,12,,3,,1,,
2018-01-31,식품,어린이영양제,,7,21,37,9,18,,,,
2018-01-31,식품,어린이홍삼,,,15,34,9,23,2,2,1,2
2018-01-31,식품,어린잎/새싹채소,1,3,2,8,1,3,3,2,,
2018-01-31,냉난방가전,에어워셔,1,2,4,5,5,5,1,1,,
2018-01-31,냉난방가전,에어컨 리모컨,,1,,,,,,,,
2018-01-31,식품,에이드,13,20,1,13,7,5,3,2,1,2
2018-01-31,식품,연어/훈제연어,1,3,,18,7,10,3,6,1,1
2018-01-31,식품,영지버섯,,,,,,1,,,1,
2018-01-31,식품,오리고기/훈제오리,,9,11,26,20,41,12,15,2,8
2018-01-31,식품,오메가3/스쿠알렌 영양제,6,19,39,65,28,45,19,27,5,7
2018-01-31,식품,오이/가지,,6,5,8,4,5,1,3,,
2018-01-31,식품,오징어,2,11,10,34,8,20,3,2,,1
2018-01-31,식품,옥돔,,2,9,3,8,13,5,17,,6
2018-01-31,식품,옥수수,,3,4,6,3,5,2,4,,
2018-01-31,식품,옥수수차,2,3,2,8,3,6,3,2,1,2
2018-01-31,냉난방가전,온수매트,1,4,11,18,9,17,7,8,4,1
2018-01-31,냉난방가전,온열매트,10,13,76,106,57,23,18,43,13,15
2018-01-31,냉난방가전,온풍기,3,14,4,10,10,17,6,6,4,1
2018-01-31,식품,옻/칡/쑥즙,3,4,,7,5,15,2,3,,1
2018-01-31,식품,요거트/발효유,5,32,37,102,21,55,4,17,2,2
2018-01-31,식품,우엉/연근,,,,5,,6,,,,
2018-01-31,식품,원두커피,12,39,34,71,55,67,30,28,22,9
2018-01-31,식품,윙봉/닭다리/날개,,,1,3,1,3,,,1,
2018-01-31,식품,유자차,7,13,6,31,8,28,6,6,3,2
2018-01-31,식품,유제품 음료,49,171,155,367,96,170,33,50,14,7
2018-01-31,식품,율무차,,4,5,6,8,7,3,5,1,3
2018-01-31,식품,음용 식초,1,6,3,11,3,9,4,2,2,1
2018-01-31,냉난방가전,의류건조기,,3,15,10,9,14,3,4,2,2
2018-01-31,냉난방가전,이동형 에어컨,,,1,,1,,,,,
2018-01-31,식품,이온음료,3,10,9,13,9,11,3,5,2,1
2018-01-31,식품,인삼/수삼/산삼,1,6,9,10,10,21,12,9,,
2018-01-31,식품,인스턴트커피,31,66,146,266,150,235,129,108,35,20
2018-01-31,뷰티,입욕제,3,14,5,15,1,4,1,5,,1
2018-01-31,냉난방가전,자연식 가습기,1,,2,4,3,1,1,1,2,
2018-01-31,식품,잡곡,3,13,13,29,13,35,15,22,7,7
2018-01-31,식품,잡곡 씨드류,,5,6,8,2,14,1,7,1,3
2018-01-31,식품,장어,2,2,10,8,2,5,,2,1,4
2018-01-31,식품,장조림/카레용 돈육,2,,,3,2,4,,4,,
2018-01-31,식품,저/무지방우유,8,5,12,32,14,33,5,6,,1
2018-01-31,냉난방가전,전기온수기,,1,3,2,3,2,4,,,2
2018-01-31,냉난방가전,전기장판,4,9,7,5,6,13,4,5,1,1
2018-01-31,식품,전복 생물,4,12,15,39,19,68,27,45,7,14
2018-01-31,식품,전통주,6,4,9,6,4,4,,,,
2018-01-31,식품,전통차,5,20,13,68,32,76,18,31,7,5
2018-01-31,식품,절임배추/김치속,,4,,,1,5,3,5,,
2018-01-31,식품,젓갈류,5,10,14,19,12,37,9,10,3,1
2018-01-31,냉난방가전,제습기,,,3,6,2,,,1,,
2018-01-31,식품,조개,5,11,23,55,17,54,9,23,,7
2018-01-31,식품,주꾸미,4,16,7,23,3,13,1,2,,
2018-01-31,식품,차 선물세트,5,8,9,28,5,19,10,5,,
2018-01-31,식품,차/곡물 음료,2,24,18,42,6,17,9,3,,3
2018-01-31,식품,참외/메론/수박,,2,,2,5,2,,2,,
2018-01-31,냉난방가전,천장형 에어컨,,,,1,,,,,,
2018-01-31,식품,초유 영양제,,,2,3,1,1,,,,
2018-01-31,냉난방가전,초음파식 가습기,9,26,25,52,35,38,12,12,5,5
2018-01-31,식품,초코우유,28,58,1,14,1,4,,1,,2
2018-01-31,식품,카페 푸드,22,79,39,98,18,62,11,15,5,3
2018-01-31,식품,카페용 초콜릿시럽,,,1,5,2,2,,1,,
2018-01-31,냉난방가전,카페트매트,,,,,1,1,2,2,,
2018-01-31,식품,칼슘/철분 영양제,4,20,34,74,18,51,10,9,6,10
2018-01-31,식품,캡슐/POD커피,3,10,25,54,15,30,9,14,2,1
2018-01-31,식품,커피용 프림,,,,,1,,,,,
2018-01-31,식품,커피음료,185,499,263,656,107,256,29,38,3,11
2018-01-31,냉난방가전,컨벡터,,1,4,3,2,1,,,1,
2018-01-31,식품,코코아/핫초코,7,20,10,33,16,26,7,7,4,1
2018-01-31,식품,콜라겐/코큐텐 영양제,4,17,19,69,29,130,19,84,2,18
2018-01-31,식품,콩나물/숙주,,5,6,20,7,26,5,7,,15
2018-01-31,뷰티,클렌징 로션,2,12,,10,1,9,1,5,,
2018-01-31,뷰티,클렌징 오일,11,57,15,75,16,68,9,26,2,3
2018-01-31,뷰티,클렌징 워터/젤,6,42,6,29,4,22,6,6,,
2018-01-31,뷰티,클렌징 크림,1,3,3,4,,5,2,1,,
2018-01-31,뷰티,클렌징 티슈,,10,2,15,3,16,2,7,3,1
2018-01-31,뷰티,클렌징 폼,39,78,78,144,37,103,9,30,8,3
2018-01-31,식품,클로렐라 영양제,,,1,1,,3,,1,,
2018-01-31,식품,키위/참다래,3,7,4,26,13,13,,6,,1
2018-01-31,냉난방가전,탁상/USB 선풍기,,,2,,,,,,,
2018-01-31,식품,탄산수,16,31,32,70,21,31,5,12,1,2
2018-01-31,식품,탄산음료,118,151,136,183,55,88,36,36,3,13
2018-01-31,뷰티,태닝용 선크림,2,,,,,,,,,
2018-01-31,식품,토마토,3,21,13,48,20,51,8,24,3,3
2018-01-31,뷰티,트리트먼트,20,97,29,94,25,68,13,21,,7
2018-01-31,식품,파/양파,2,18,16,48,17,42,3,7,1,3
2018-01-31,식품,파김치,1,,2,1,2,2,,2,,
2018-01-31,뷰티,팩도구,,,1,,,,,,,
2018-01-31,식품,포도/거봉/체리,,4,2,12,3,7,,1,2,1
2018-01-31,식품,표고버섯,,,8,8,9,20,7,11,1,2
2018-01-31,뷰티,풋스프레이,,1,,,1,,,,,
2018-01-31,뷰티,풋워시/스크럽,4,8,7,19,1,8,1,2,,
2018-01-31,뷰티,풋크림,1,4,3,13,3,6,4,2,,
2018-01-31,뷰티,풋패치,3,11,1,10,1,2,2,1,,1
2018-01-31,식품,프라페/버블티 파우더,,2,4,4,,6,1,1,,
2018-01-31,식품,프로바이오틱스,7,20,47,100,37,80,18,42,8,8
2018-01-31,식품,프로폴리스/로얄젤리,4,17,9,34,9,22,12,14,3,4
2018-01-31,식품,한방 분말/환제품,13,55,50,131,74,176,46,112,17,29
2018-01-31,식품,한방재료,,5,7,14,20,20,2,8,1,2
2018-01-31,식품,한우육,12,10,45,53,36,48,32,23,14,5
2018-01-31,식품,해조류 다시마,2,17,4,33,6,7,9,6,,3
2018-01-31,식품,해조류 미역,,7,17,23,13,36,5,16,2,3
2018-01-31,식품,해초류 ,2,7,8,40,14,53,11,60,1,15
2018-01-31,뷰티,핸드워시/스크럽,1,7,10,28,10,27,4,4,1,
2018-01-31,뷰티,핸드크림,19,61,31,99,24,54,9,14,2,5
2018-01-31,뷰티,향수세트,,1,,,,,,,,
2018-01-31,식품,허브차,16,36,19,54,19,47,10,16,4,3
2018-01-31,식품,헛개/가시오가피,,,,2,1,4,1,2,,
2018-01-31,뷰티,헤어 브러쉬,5,13,9,21,3,14,4,2,,
2018-01-31,뷰티,헤어매니큐어,,2,,1,2,4,,,,
2018-01-31,뷰티,헤어무스,1,,,,,,,,,
2018-01-31,뷰티,헤어스타일링용 염색약,17,39,35,115,41,180,25,113,8,19
2018-01-31,뷰티,헤어스타일링용 펌제,9,22,15,18,5,12,3,3,,
2018-01-31,뷰티,헤어스타일링용 흑채,5,5,5,13,6,14,2,8,2,5
2018-01-31,뷰티,헤어스프레이,8,5,13,11,7,9,3,9,2,
2018-01-31,뷰티,헤어에센스,21,92,29,146,18,120,14,50,6,9
2018-01-31,뷰티,헤어왁스,8,8,21,15,9,5,1,1,1,
2018-01-31,뷰티,헤어젤,,1,1,1,3,3,2,2,,
2018-01-31,뷰티,헤어케어세트,2,19,6,6,6,3,1,3,,1
2018-01-31,식품,호박,1,13,5,25,4,15,1,4,5,3
2018-01-31,식품,혼합견과,3,12,22,37,22,33,14,12,,2
2018-01-31,식품,혼합곡,,,1,,1,1,2,1,,
2018-01-31,식품,홍삼 간식,,3,4,4,2,4,2,1,,
2018-01-31,식품,홍삼 분말/환,,2,4,4,9,10,3,2,,
2018-01-31,식품,홍삼 음료,1,,2,,1,7,,7,,
2018-01-31,식품,홍삼/인삼 제품,8,13,46,53,62,67,18,21,8,9
2018-01-31,식품,홍삼액/홍삼정,24,86,126,281,178,203,85,118,16,19
2018-01-31,식품,홍삼절편/홍삼정과,3,9,16,28,19,17,7,8,2,2
2018-01-31,식품,홍어,,,,2,5,1,2,1,,1
2018-01-31,식품,홍차,2,10,4,12,2,7,3,3,,
2018-01-31,뷰티,화장 비누,18,45,31,63,41,57,19,12,1,3
2018-01-31,뷰티,화장 퍼프,9,67,10,34,11,17,3,4,1,1
2018-01-31,식품,환자식,,2,4,13,6,10,6,6,6,2
2018-01-31,냉난방가전,황토매트,,2,,4,1,4,1,,,
2018-01-31,식품,회,123,274,212,357,107,243,49,107,20,18
2018-01-31,냉난방가전,휴대용 선풍기,,2,,3,,,,1,,
2018-01-31,식품,흰우유,9,44,87,298,62,131,21,46,8,7
2018-01-31,냉난방가전,히터,9,10,37,40,58,37,23,19,9,4
2018-02-01,식품,가공란,15,35,11,31,3,24,4,4,1,2
2018-02-01,냉난방가전,가열식 가습기,,1,1,2,,2,,,,
2018-02-01,식품,가자미,,,4,4,2,8,1,8,,3
2018-02-01,식품,갈비/찜/바비큐용 돈육,,,,2,1,1,,1,,
2018-02-01,식품,갈비용 우육,,1,2,,,2,,2,,
2018-02-01,식품,갈치,4,10,6,34,18,31,13,12,4,9
2018-02-01,식품,감/홍시,1,1,1,9,7,12,2,2,,1
2018-02-01,식품,감귤/한라봉/오렌지,14,68,125,322,174,335,98,158,37,37
2018-02-01,식품,감마리놀렌산 영양제,,4,4,7,1,7,,7,,
2018-02-01,식품,감말랭이,,2,4,14,2,11,2,7,1,2
2018-02-01,식품,감자,13,33,25,56,13,23,5,8,1,2
2018-02-01,식품,갓김치,,1,1,5,3,15,4,11,1,
2018-02-01,식품,건강즙,1,8,12,23,11,14,15,5,3,3
2018-02-01,식품,건강즙/녹용,2,11,13,26,19,36,15,10,3,1
2018-02-01,식품,건대추,1,1,3,11,5,8,4,7,1,1
2018-02-01,식품,건망고,,1,3,3,2,1,,,1,
2018-02-01,식품,건바나나,,3,3,14,2,6,1,2,,
2018-02-01,식품,건어물 건새우,,,,,,2,,,,
2018-02-01,식품,건어물 노가리,1,,,,,5,,2,2,
2018-02-01,식품,건어물 마른오징어,2,16,28,61,20,45,1,8,2,3
2018-02-01,식품,건어물 멸치,,5,12,43,29,63,29,40,24,15
2018-02-01,식품,건어물 쥐포,,4,9,24,14,28,5,7,2,3
2018-02-01,식품,건어물 진미채,,,3,8,5,3,,,,
2018-02-01,식품,건어물 황태,3,4,6,11,15,21,12,28,6,9
2018-02-01,식품,건자두,1,5,4,14,2,9,1,4,,
2018-02-01,식품,건포도,,3,,3,,4,1,,1,
2018-02-01,식품,게장류,1,6,5,22,11,22,5,10,6,1
2018-02-01,식품,견과류,3,32,41,71,36,89,25,42,1,8
2018-02-01,식품,견과류 땅콩,,3,2,7,6,15,10,18,4,5
2018-02-01,식품,견과류 마카다미아,2,2,4,16,6,13,3,9,,1
2018-02-01,식품,견과류 밤,1,8,17,47,14,40,8,15,2,4
2018-02-01,식품,견과류 잣/은행,,2,1,6,7,7,3,4,5,3
2018-02-01,식품,견과류 카카오닙스,4,16,8,40,17,33,16,23,5,5
2018-02-01,식품,견과류 캐슈넛,,,,1,1,1,,2,,1
2018-02-01,식품,견과류 피스타치오,,,,3,2,2,,,,1
2018-02-01,식품,견과류 호두,3,2,5,19,8,19,2,13,2,6
2018-02-01,식품,계란,2,5,10,50,12,32,4,7,,3
2018-02-01,식품,고등어,6,5,12,47,41,76,24,48,15,14
2018-02-01,식품,고추/피망/파프리카,1,9,9,20,5,19,2,7,,1
2018-02-01,식품,곡물차,1,8,13,18,6,18,1,1,2,1
2018-02-01,냉난방가전,공기정화 용품,7,13,42,52,31,33,17,15,6,2
2018-02-01,냉난방가전,공기청정기,13,7,32,73,25,44,14,10,1,2
2018-02-01,식품,곶감/반건시,13,36,32,113,64,132,55,95,34,23
2018-02-01,식품,과실차,,9,9,24,5,17,6,4,,2
2018-02-01,식품,과일류,7,11,14,37,12,35,8,12,3,6
2018-02-01,식품,과일세트,1,5,22,37,46,37,22,14,11,4
2018-02-01,식품,과일채소 분말/분태,,,,,,1,,,,
2018-02-01,식품,과채 음료/주스,14,53,31,103,31,53,14,22,1,4
2018-02-01,식품,구이/수육용 돈육,,,,,,3,,1,1,
2018-02-01,식품,국내산 돈육,,2,4,8,5,10,3,,2,1
2018-02-01,식품,굴 생물,,10,16,23,10,25,24,25,9,8
2018-02-01,식품,굴비/조기,2,2,11,25,15,44,19,23,13,10
2018-02-01,식품,글루코사민/키토산 영양제,1,4,8,8,3,8,6,9,1,
2018-02-01,뷰티,기능성 링클케어 화장품,,1,,,,5,,,,1
2018-02-01,뷰티,기능성 모공관리 화장품,7,17,4,8,2,2,1,2,,1
2018-02-01,뷰티,기능성 아이케어 화장품,10,62,33,175,37,209,14,114,5,15
2018-02-01,뷰티,기능성 영양보습 화장품,,6,,1,2,2,,,,
2018-02-01,뷰티,기능성 트러블케어 화장품,4,13,8,9,5,6,1,5,,
2018-02-01,뷰티,기능성 화이트닝 화장품,,,,,,1,,,,
2018-02-01,뷰티,기능성 화장품 세트,1,,,,1,4,,4,,
2018-02-01,뷰티,기초 화장용 로션,39,94,87,178,59,101,21,37,7,12
2018-02-01,뷰티,기초 화장용 미스트,14,57,19,87,7,28,2,6,2,3
2018-02-01,뷰티,기초 화장용 스킨,41,187,37,167,24,102,22,38,2,10
2018-02-01,뷰티,기초 화장용 에센스,35,182,105,294,41,166,27,68,4,12
2018-02-01,뷰티,기초 화장용 오일/앰플,10,73,17,88,15,67,12,15,2,2
2018-02-01,뷰티,기초 화장용 크림,145,637,256,939,213,652,76,241,16,57
2018-02-01,식품,기타 농산물,2,6,22,37,16,41,13,19,3,11
2018-02-01,식품,기타 주스류,8,25,21,62,23,23,6,12,3,4
2018-02-01,식품,기타 한방/환제품,1,2,5,9,,21,4,,,
2018-02-01,식품,김치류,5,20,16,53,33,56,11,27,2,11
2018-02-01,식품,꽃게,2,1,,6,,2,1,3,,1
2018-02-01,식품,나물,,7,11,17,3,17,4,5,2,5
2018-02-01,식품,낙지,3,2,6,10,8,22,8,13,1,3
2018-02-01,냉난방가전,난방용 열풍기,,,,,2,,,1,,
2018-02-01,뷰티,남성 로션,9,9,17,13,19,27,2,7,3,
2018-02-01,뷰티,남성 메이크업,15,11,7,1,2,,2,,1,
2018-02-01,뷰티,남성 선케어,3,,1,2,1,,,1,,
2018-02-01,뷰티,남성 세트,41,20,100,54,47,42,12,26,9,4
2018-02-01,뷰티,남성 쉐이빙,11,4,13,8,9,5,4,2,1,2
2018-02-01,뷰티,남성 스킨,3,10,10,11,9,7,7,7,1,2
2018-02-01,뷰티,남성 에센스,11,6,20,29,16,25,7,4,1,2
2018-02-01,뷰티,남성 크림,2,,,2,3,,,,,
2018-02-01,뷰티,남성 클렌징,7,11,2,24,4,10,5,4,1,
2018-02-01,냉난방가전,냉풍기,,1,,,,,,,,
2018-02-01,뷰티,네일 메이크업 용품,19,124,42,171,33,65,3,17,2,1
2018-02-01,뷰티,네일관리 소품,,4,,8,,2,,,,
2018-02-01,뷰티,네일리무버,1,6,4,6,1,5,,,,
2018-02-01,뷰티,네일세트,,3,2,10,,3,,2,,
2018-02-01,뷰티,네일아트,,1,1,,,1,,,,
2018-02-01,뷰티,네일컬러,1,6,6,6,1,8,2,,,
2018-02-01,뷰티,네일케어,,3,3,9,2,9,1,1,,
2018-02-01,식품,녹차,4,11,18,20,29,14,16,16,9,2
2018-02-01,식품,느타리버섯,1,,2,7,2,4,,2,,1
2018-02-01,식품,다이어트보조식,41,127,38,131,23,102,14,36,4,5
2018-02-01,식품,다이어트용 헬스보충식품,24,26,23,12,9,4,5,8,1,
2018-02-01,식품,닭 양념육,1,2,,,,2,1,,,
2018-02-01,식품,닭가슴살,80,107,88,139,42,68,20,31,5,1
2018-02-01,식품,대게/킹크랩,2,2,5,7,6,10,2,3,2,
2018-02-01,식품,더치커피,5,5,6,21,5,13,3,2,2,
2018-02-01,뷰티,데오드란트,3,3,3,6,2,3,,1,,
2018-02-01,식품,도라지/더덕,2,8,1,15,7,8,4,2,,2
2018-02-01,냉난방가전,돈풍기,,1,,1,1,,3,,,
2018-02-01,식품,돼지 곱창,61,123,74,134,24,51,11,14,2,2
2018-02-01,식품,두유,20,84,86,271,106,224,51,99,17,17
2018-02-01,식품,둥굴레차,1,14,8,17,13,14,8,4,2,
2018-02-01,식품,딸기/복분자/블루베리,10,14,24,73,17,36,1,8,2,7
2018-02-01,식품,딸기우유,3,15,,20,4,14,2,,,
2018-02-01,냉난방가전,라디에이터,3,1,6,4,11,6,10,1,3,1
2018-02-01,식품,랍스타,1,1,3,1,,1,,,,
2018-02-01,식품,레몬/자몽,6,29,11,33,19,25,4,14,1,2
2018-02-01,식품,루테인/눈 영양제,8,26,37,94,37,96,29,50,6,11
2018-02-01,뷰티,린스,6,27,16,34,14,40,5,7,2,2
2018-02-01,뷰티,립앤아이 리무버,,25,,19,3,12,1,3,,
2018-02-01,식품,마/야콘,,,,1,,,,,,
2018-02-01,식품,마늘/생강,2,5,11,33,5,13,3,6,1,3
2018-02-01,뷰티,메이크업 박스,1,1,,3,,,1,1,,
2018-02-01,뷰티,메이크업 브러쉬,13,79,10,74,9,19,6,11,3,3
2018-02-01,식품,메추리알,,3,4,8,1,2,1,,,1
2018-02-01,식품,명태/동태,,1,2,3,3,8,2,3,1,6
2018-02-01,식품,무/배추,,2,,2,1,1,,1,,
2018-02-01,식품,무김치,,6,4,15,10,21,8,19,3,3
2018-02-01,식품,문어,,1,3,6,6,9,3,4,,2
2018-02-01,식품,물김치,,,,1,2,8,2,6,1,1
2018-02-01,식품,미나리,,,2,2,1,,,,,
2018-02-01,식품,미숫가루/곡물가루,,5,6,12,5,6,2,6,,
2018-02-01,뷰티,미용가위,,1,2,5,,1,,,,
2018-02-01,식품,믹스 채소,,,,5,,3,1,2,,
2018-02-01,식품,밀크티/티라떼,14,64,30,63,4,23,6,8,,
2018-02-01,식품,바나나/파인애플/망고,5,24,28,76,26,38,7,13,2,2
2018-02-01,식품,바나나우유,33,56,6,13,6,7,2,1,,1
2018-02-01,뷰티,바디 보습제,29,107,54,182,52,94,18,42,2,11
2018-02-01,뷰티,바디 세트,2,22,12,28,5,27,3,5,1,1
2018-02-01,뷰티,바디 스크럽,,13,4,20,2,13,4,11,1,3
2018-02-01,뷰티,바디 클렌져,15,40,35,103,36,53,5,28,3,7
2018-02-01,뷰티,바디케어용 땀패드,,1,,2,,,,,,
2018-02-01,뷰티,바디케어용 때비누,,3,3,5,4,4,4,1,2,1
2018-02-01,뷰티,바디케어용 볼륨업크림,1,4,,6,1,2,1,,,
2018-02-01,뷰티,바디케어용 슬리밍,,,3,5,,,,,,
2018-02-01,뷰티,바디케어용 제모제,6,3,4,5,4,,,,,
2018-02-01,뷰티,바디케어용 청 결제,4,26,11,31,9,18,2,1,1,2
2018-02-01,식품,반건조고구마,2,13,10,30,5,22,4,9,,1
2018-02-01,식품,반찬류,3,15,9,47,19,26,3,18,2,9
2018-02-01,식품,배/포도/과일즙,8,34,25,100,23,68,9,22,4,4
2018-02-01,식품,배추김치,1,12,19,29,33,73,26,44,9,11
2018-02-01,식품,백김치,,,1,2,2,2,1,1,,1
2018-02-01,뷰티,베이스 메이크업 세트,2,1,,5,,,,,,
2018-02-01,뷰티,베이스 메이크업용 BB크림,4,25,6,44,3,26,2,6,,2
2018-02-01,뷰티,베이스 메이크업용 CC크림,1,2,2,7,,8,,,,
2018-02-01,뷰티,베이스 메이크업용 가루파우더,5,9,2,13,,4,2,6,1,1
2018-02-01,뷰티,베이스 메이크업용 메이크업베이스,2,42,2,34,11,12,2,5,3,1
2018-02-01,뷰티,베이스 메이크업용 컨실러,5,51,7,26,9,24,4,3,,
2018-02-01,뷰티,베이스 메이크업용 쿠션팩트,22,118,36,164,44,159,13,65,2,12
2018-02-01,뷰티,베이스 메이크업용 트윈케이크,,6,1,8,,5,1,2,,
2018-02-01,뷰티,베이스 메이크업용 파우더팩트,7,32,7,42,12,41,3,11,1,2
2018-02-01,뷰티,베이스 메이크업용 파운데이션,24,266,29,165,22,125,9,42,,8
2018-02-01,뷰티,베이스 메이크업용 프라이머,8,50,4,18,4,17,,2,,1
2018-02-01,냉난방가전,벽걸이 에어컨,,,1,,3,,,,,
2018-02-01,냉난방가전,벽걸이형 냉온풍기,,,1,,,1,,,,
2018-02-01,냉난방가전,벽걸이형 선풍기,,,,,,,,1,,
2018-02-01,식품,보리차,1,,5,20,4,9,1,1,1,2
2018-02-01,냉난방가전,보일러,,,,,1,,,,2,
2018-02-01,식품,복분자/석류/과실즙,4,22,21,60,26,57,10,23,4,5
2018-02-01,냉난방가전,복합식 가습기,6,11,17,26,7,13,2,4,1,
2018-02-01,식품,부추,1,2,3,7,7,10,2,1,,
2018-02-01,뷰티,뷰티 눈썹정리도구,1,7,2,5,2,9,1,,,
2018-02-01,뷰티,뷰티 속눈썹/쌍꺼풀,2,20,5,35,4,21,1,9,,
2018-02-01,뷰티,뷰티 손거울,3,11,2,9,1,10,2,2,,
2018-02-01,뷰티,뷰티 타투,2,1,,2,1,,,1,,1
2018-02-01,뷰티,뷰티 헤어캡,,2,1,2,,4,,1,1,2
2018-02-01,뷰티,뷰티 화장솜,2,55,9,39,3,13,4,2,,1
2018-02-01,뷰티,뷰티 화장품 공병/케이스,3,4,1,4,4,2,3,1,1,
2018-02-01,뷰티,뷰티용 기름종이,1,3,1,5,,1,,2,,
2018-02-01,뷰티,뷰티용 면봉/귀이개,2,9,14,11,4,5,1,4,,
2018-02-01,뷰티,뷰티용 뷰러,2,20,4,15,,5,3,3,,1
2018-02-01,뷰티,뷰티용 샤프너,,2,3,,1,2,,,,
2018-02-01,뷰티,뷰티용 여드름압출기,6,1,6,5,3,3,1,,1,
2018-02-01,식품,브로콜리/셀러리,,4,14,21,4,7,2,4,2,
2018-02-01,식품,비타민,73,108,120,219,115,191,44,69,11,18
2018-02-01,식품,비타민/화이바 음료,16,26,15,15,21,7,3,3,1,1
2018-02-01,냉난방가전,산림욕기,,,,,,,,1,,
2018-02-01,식품,삼치,,1,1,5,4,3,3,2,1,
2018-02-01,식품,상황버섯,,,,1,,1,,,,
2018-02-01,식품,새송이버섯,,,1,5,,3,,1,,1
2018-02-01,식품,새우/대하,3,4,10,31,5,20,1,20,4,4
2018-02-01,뷰티,색조 메이크업 립글로스,,2,3,8,,6,,2,,
2018-02-01,뷰티,색조 메이크업 립라이너,,6,,7,,5,,,,
2018-02-01,뷰티,색조 메이크업 립밤,15,49,28,62,16,29,4,7,3,2
2018-02-01,뷰티,색조 메이크업 립스틱,28,186,27,145,17,95,11,39,1,5
2018-02-01,뷰티,색조 메이크업 립틴트,11,131,25,99,14,40,8,10,,1
2018-02-01,뷰티,색조 메이크업 마스카라,10,65,5,60,8,34,2,15,2,2
2018-02-01,뷰티,색조 메이크업 볼터치,7,102,14,52,5,15,1,6,,
2018-02-01,뷰티,색조 메이크업 속눈썹영양제,6,24,4,16,,16,,2,,
2018-02-01,뷰티,색조 메이크업 쉐딩/하이라이터,4,32,6,21,2,6,1,1,1,
2018-02-01,뷰티,색조 메이크업 아이라이너,7,102,8,50,5,25,8,10,2,
2018-02-01,뷰티,색조 메이크업 아이브로우,7,58,10,58,12,28,5,10,,2
2018-02-01,뷰티,색조 메이크업 아이섀도우,20,204,10,104,15,47,6,17,1,3
2018-02-01,식품,생닭/닭부분육,1,4,7,19,3,9,2,3,1,1
2018-02-01,식품,생선류,1,10,18,48,14,21,10,25,5,2
2018-02-01,식품,생수,66,192,172,300,151,204,63,107,25,22
2018-02-01,식품,생식/선식 분말,,3,2,7,1,6,4,2,1,1
2018-02-01,뷰티,샤워코롱,,2,,2,,2,,1,,
2018-02-01,뷰티,샴푸,61,177,172,466,159,405,63,157,16,24
2018-02-01,뷰티,선로션,1,2,,8,4,2,2,2,1,
2018-02-01,뷰티,선스프레이,,,,1,,2,2,,,
2018-02-01,식품,선식,1,2,5,9,3,4,1,,,
2018-02-01,뷰티,선케어용 선밤,,2,5,4,5,7,,1,,2
2018-02-01,뷰티,선크림,11,49,24,48,11,43,9,16,5,3
2018-02-01,뷰티,세안도구,,4,4,7,1,4,,1,,
2018-02-01,식품,소고기 등심/안심,1,7,8,13,6,19,7,4,,3
2018-02-01,식품,소고기 육회,19,27,26,35,36,42,10,6,3,3
2018-02-01,뷰티,손톱정리도구,,2,3,1,2,1,,2,1,
2018-02-01,식품,수산 생물,18,29,57,117,57,159,33,88,11,21
2018-02-01,식품,수입우육,2,3,17,9,14,19,3,6,,3
2018-02-01,식품,숙취/에너지/건강 음료,20,21,16,30,21,12,2,4,1,
2018-02-01,뷰티,스크럽/필링크림,9,42,15,55,14,28,4,14,3,2
2018-02-01,뷰티,스킨케어 곡물팩,1,,2,1,,2,,1,,1
2018-02-01,뷰티,스킨케어 마스크팩,31,147,54,202,31,90,22,26,9,10
2018-02-01,뷰티,스킨케어 수면팩,7,11,6,24,1,6,2,2,,1
2018-02-01,뷰티,스킨케어 시트마스크팩,9,75,22,64,17,55,5,14,4,7
