날짜,대분류,소분류,20M,20F,30M,30F,40M,40F,50M,50F,60M,60F
2018-07-07,식품,꽃게,,,,3,1,1,,1,,
2018-07-07,식품,나물,1,2,13,17,6,12,7,6,,1
2018-07-07,식품,낙지,1,4,5,12,6,3,,7,1,5
2018-07-07,뷰티,남성 로션,,2,11,4,7,14,4,4,3,
2018-07-07,뷰티,남성 메이크업,6,2,3,1,,,,,,
2018-07-07,뷰티,남성 선케어,,,1,1,2,1,,,2,1
2018-07-07,뷰티,남성 세트,3,3,8,8,1,7,3,4,,2
2018-07-07,뷰티,남성 쉐이빙,5,3,4,9,7,3,1,5,1,1
2018-07-07,뷰티,남성 스킨,2,1,3,5,3,4,6,2,1,1
2018-07-07,뷰티,남성 에센스,5,7,6,13,10,6,2,4,1,
2018-07-07,뷰티,남성 크림,,1,1,,,1,2,,,
2018-07-07,뷰티,남성 클렌징,3,1,2,1,1,1,2,,,
2018-07-07,냉난방가전,냉풍기,1,,,1,14,4,4,2,,
2018-07-07,뷰티,네일 메이크업 용품,17,138,56,219,32,102,5,13,1,1
2018-07-07,뷰티,네일관리 소품,1,,,5,,1,,,,
2018-07-07,뷰티,네일리무버,1,2,3,4,,,,1,,
2018-07-07,뷰티,네일세트,,,,5,,1,,2,,
2018-07-07,뷰티,네일아트,,6,1,2,1,3,,,,
2018-07-07,뷰티,네일컬러,,7,2,10,,5,,,,
2018-07-07,뷰티,네일케어,2,5,,7,1,3,1,4,,
2018-07-07,식품,녹차,,1,1,5,4,2,2,,,1
2018-07-07,식품,느타리버섯,,1,,3,,1,,,,2
2018-07-07,식품,다이어트보조식,14,47,28,68,28,63,10,19,4,4
2018-07-07,식품,다이어트용 헬스보충식품,16,8,15,12,12,15,4,4,5,5
2018-07-07,식품,닭 양념육,,2,,,1,1,,,,
2018-07-07,식품,닭가슴살,57,68,32,48,19,42,7,25,1,3
2018-07-07,식품,대게/킹크랩,,,2,3,,,1,,,
2018-07-07,식품,더치커피,2,10,5,16,5,12,1,3,,
2018-07-07,뷰티,데오드란트,4,8,10,22,12,7,1,4,,2
2018-07-07,식품,도라지/더덕,,1,3,2,,3,,3,,
2018-07-07,냉난방가전,돈풍기,,2,1,1,3,3,3,2,1,2
2018-07-07,식품,돼지 곱창,129,268,147,295,29,50,7,8,,7
2018-07-07,식품,두유,7,37,47,110,29,101,23,51,6,9
2018-07-07,식품,둥굴레차,,,2,3,2,,1,2,,
2018-07-07,식품,딸기/복분자/블루베리,1,3,2,10,3,8,5,3,1,3
2018-07-07,식품,딸기우유,,3,3,7,5,2,1,1,,
2018-07-07,식품,랍스타,,,,1,1,1,,,,
2018-07-07,식품,레몬/자몽,6,16,5,16,6,16,1,7,2,
2018-07-07,식품,루테인/눈 영양제,7,17,11,26,20,52,15,30,6,12
2018-07-07,뷰티,린스,3,7,3,18,9,26,3,2,,
2018-07-07,뷰티,립앤아이 리무버,1,15,1,6,2,5,,6,1,
2018-07-07,식품,마늘/생강,1,1,3,15,6,15,2,4,1,3
2018-07-07,냉난방가전,멀티형 에어컨,,,1,2,,,,,,
2018-07-07,뷰티,메이크업 박스,,2,1,2,,2,,,,
2018-07-07,뷰티,메이크업 브러쉬,3,38,2,34,4,22,5,5,,
2018-07-07,식품,메추리알,1,2,2,3,3,7,,5,,3
2018-07-07,식품,명태/동태,1,,2,,2,5,,3,,
2018-07-07,식품,무/배추,,1,,1,,,,1,,
2018-07-07,식품,무김치,2,5,5,13,13,24,10,18,4,3
2018-07-07,식품,문어,,,1,3,1,10,2,2,1,
2018-07-07,식품,물김치,,,2,4,2,6,3,8,,2
2018-07-07,식품,미숫가루/곡물가루,,7,1,12,3,9,,4,,1
2018-07-07,뷰티,미용가위,,,,1,1,,,,,
2018-07-07,식품,믹스 채소,1,,1,3,1,,,,,1
2018-07-07,식품,밀크티/티라떼,8,23,8,25,2,7,,2,,
2018-07-07,식품,바나나/파인애플/망고,3,13,23,65,20,54,8,24,1,10
2018-07-07,식품,바나나우유,21,26,10,25,12,10,2,3,,
2018-07-07,뷰티,바디 보습제,10,43,21,42,19,40,14,9,1,
2018-07-07,뷰티,바디 세트,,6,3,24,4,6,,,,
2018-07-07,뷰티,바디 스크럽,2,7,3,10,2,8,1,2,,
2018-07-07,뷰티,바디 클렌져,8,33,28,168,53,292,18,111,1,12
2018-07-07,뷰티,바디케어용 땀패드,1,2,,1,1,2,1,1,,
2018-07-07,뷰티,바디케어용 때비누,1,1,2,5,2,3,1,,,
2018-07-07,뷰티,바디케어용 볼륨업크림,,,,4,,3,,2,,
2018-07-07,뷰티,바디케어용 슬리밍,2,3,,8,2,2,1,,,1
2018-07-07,뷰티,바디케어용 제모제,10,14,5,3,2,4,1,,,
2018-07-07,뷰티,바디케어용 청 결제,2,14,8,28,1,17,2,5,1,1
2018-07-07,식품,반건조고구마,,4,1,14,2,6,,3,,2
2018-07-07,식품,반찬류,7,14,9,18,1,7,2,4,,
2018-07-07,식품,배/포도/과일즙,2,3,12,35,11,14,4,6,1,1
2018-07-07,식품,배추김치,5,16,16,71,44,167,35,155,7,28
2018-07-07,식품,백김치,,,,1,,,,,,2
2018-07-07,뷰티,베이스 메이크업 세트,,2,,,1,1,,,,
2018-07-07,뷰티,베이스 메이크업용 BB크림,3,26,6,29,1,15,2,6,2,
2018-07-07,뷰티,베이스 메이크업용 CC크림,,3,1,2,,,,,,
2018-07-07,뷰티,베이스 메이크업용 가루파우더,1,18,4,7,1,7,2,5,1,
2018-07-07,뷰티,베이스 메이크업용 메이크업베이스,3,10,1,6,2,4,8,2,,1
2018-07-07,뷰티,베이스 메이크업용 컨실러,4,23,1,24,4,5,2,2,,
2018-07-07,뷰티,베이스 메이크업용 쿠션팩트,5,63,17,96,29,111,8,34,2,8
2018-07-07,뷰티,베이스 메이크업용 트윈케이크,,3,2,1,3,,2,1,,
2018-07-07,뷰티,베이스 메이크업용 파우더팩트,5,47,16,114,30,171,9,85,2,8
2018-07-07,뷰티,베이스 메이크업용 파운데이션,6,102,21,148,22,168,18,77,5,12
2018-07-07,뷰티,베이스 메이크업용 프라이머,4,16,1,20,3,15,3,,,3
2018-07-07,냉난방가전,벽걸이 에어컨,1,,4,5,5,4,4,3,1,
2018-07-07,냉난방가전,벽걸이형 냉온풍기,,1,,,,,,,,
2018-07-07,냉난방가전,벽걸이형 선풍기,1,,1,6,2,3,3,3,,
2018-07-07,식품,보리차,1,,2,21,3,,1,,,1
2018-07-07,냉난방가전,보일러,,,,,1,,,,,
2018-07-07,식품,복분자/석류/과실즙,,8,10,15,17,31,7,16,2,
2018-07-07,냉난방가전,복합식 가습기,,1,,,,,,,,
2018-07-07,식품,부추,1,2,2,5,2,2,,1,,
2018-07-07,뷰티,뷰티 눈썹정리도구,1,5,1,5,2,1,,1,,
2018-07-07,뷰티,뷰티 속눈썹/쌍꺼풀,,10,3,6,2,4,,,,
2018-07-07,뷰티,뷰티 손거울,1,7,2,6,3,7,1,,,
2018-07-07,뷰티,뷰티 타투,4,16,6,4,1,5,,,,
2018-07-07,뷰티,뷰티 헤어캡,,2,,2,1,,,1,,
2018-07-07,뷰티,뷰티 화장솜,4,28,1,29,1,18,1,5,3,
2018-07-07,뷰티,뷰티 화장품 공병/케이스,1,6,2,5,2,5,1,1,,1
2018-07-07,뷰티,뷰티용 기름종이,14,72,4,11,1,2,,2,,
2018-07-07,뷰티,뷰티용 면봉/귀이개,3,3,8,13,2,1,2,1,,
2018-07-07,뷰티,뷰티용 뷰러,1,9,3,5,,2,1,1,,
2018-07-07,뷰티,뷰티용 샤프너,,2,,3,,1,,1,,1
2018-07-07,뷰티,뷰티용 여드름압출기,,9,3,4,1,,1,1,,
2018-07-07,식품,브로콜리/셀러리,2,5,4,9,1,7,1,,,1
2018-07-07,식품,비타민,13,47,31,73,50,76,23,31,7,12
2018-07-07,식품,비타민/화이바 음료,8,24,3,12,4,5,7,1,1,
2018-07-07,식품,삼치,,1,1,1,1,1,,,,
2018-07-07,식품,상황버섯,,,,,,,,1,,
2018-07-07,식품,새송이버섯,,3,1,1,1,1,,,,1
2018-07-07,식품,새우/대하,6,7,5,9,1,1,1,1,,1
2018-07-07,뷰티,색조 메이크업 립글로스,,4,1,2,2,3,,,,
2018-07-07,뷰티,색조 메이크업 립라이너,,4,,2,,1,,1,,
2018-07-07,뷰티,색조 메이크업 립밤,11,14,4,16,6,12,3,1,,
2018-07-07,뷰티,색조 메이크업 립스틱,15,100,16,100,27,83,7,26,3,6
2018-07-07,뷰티,색조 메이크업 립틴트,6,117,15,74,8,27,3,8,,3
2018-07-07,뷰티,색조 메이크업 마스카라,2,27,5,21,2,12,,4,,
2018-07-07,뷰티,색조 메이크업 볼터치,5,45,2,30,3,16,5,1,,1
2018-07-07,뷰티,색조 메이크업 속눈썹영양제,,10,1,3,4,4,1,,,
2018-07-07,뷰티,색조 메이크업 쉐딩/하이라이터,1,29,3,13,2,9,1,2,,1
2018-07-07,뷰티,색조 메이크업 아이라이너,6,38,3,30,5,21,1,4,,
2018-07-07,뷰티,색조 메이크업 아이브로우,9,28,9,49,9,26,2,8,,
2018-07-07,뷰티,색조 메이크업 아이섀도우,9,75,10,35,4,17,7,9,5,2
2018-07-07,식품,생닭/닭부분육,,1,4,10,2,10,3,2,,2
2018-07-07,식품,생선류,5,10,9,16,7,14,2,5,,1
2018-07-07,식품,생수,39,87,92,236,106,183,46,84,15,25
2018-07-07,식품,생식/선식 분말,1,2,,4,3,7,1,1,,
2018-07-07,뷰티,샤워코롱,1,,1,1,1,2,1,1,,
2018-07-07,뷰티,샴푸,43,94,83,190,60,173,31,90,10,13
2018-07-07,뷰티,선로션,1,4,3,10,1,6,,1,,
2018-07-07,뷰티,선스프레이,,,2,2,2,2,,,,2
2018-07-07,식품,선식,,3,2,5,1,4,1,1,,
2018-07-07,뷰티,선케어용 선밤,8,27,19,62,21,66,12,25,3,5
2018-07-07,뷰티,선크림,12,46,14,37,9,39,4,17,3,6
2018-07-07,뷰티,선파우더,,,,1,,1,,,,
2018-07-07,뷰티,세안도구,1,5,1,3,2,4,,,,
2018-07-07,식품,소고기 등심/안심,,,1,5,,7,1,,,
2018-07-07,식품,소고기 육회,25,34,34,35,11,23,2,4,,
2018-07-07,뷰티,손톱정리도구,,1,1,2,3,1,,,,
2018-07-07,식품,수산 생물,3,24,44,91,25,22,7,5,,2
2018-07-07,식품,수입우육,2,3,3,23,6,7,3,7,,1
2018-07-07,식품,숙취/에너지/건강 음료,8,12,13,14,68,13,4,4,1,
2018-07-07,뷰티,스크럽/필링크림,9,19,5,18,12,15,1,5,,2
2018-07-07,뷰티,스킨케어 곡물팩,,,,,,,,1,,
2018-07-07,뷰티,스킨케어 마스크팩,26,73,26,99,21,104,17,45,2,8
2018-07-07,뷰티,스킨케어 수면팩,1,10,8,7,3,3,3,3,,1
2018-07-07,뷰티,스킨케어 시트마스크팩,16,55,14,94,20,120,11,77,4,13
2018-07-07,뷰티,스킨케어 워시오프팩,5,10,1,5,,2,,,,
2018-07-07,뷰티,스킨케어 코팩,26,40,34,47,24,27,7,8,1,1
2018-07-07,뷰티,스킨케어 필오프팩,3,15,6,15,1,9,3,4,1,
2018-07-07,냉난방가전,스탠드형 냉온풍기,,1,,,1,2,1,,,
2018-07-07,냉난방가전,스탠드형 에어컨,1,2,9,6,5,6,,2,1,1
2018-07-07,식품,스피루리나 영양제,2,2,,3,2,9,,1,,
2018-07-07,식품,시금치,,,1,2,4,,,,,
2018-07-07,식품,식혜/수정과,,3,3,9,5,7,,2,,1
2018-07-07,식품,쌀,10,20,64,114,66,124,21,59,14,22
2018-07-07,식품,쌈채소,4,6,10,23,11,20,2,6,,
2018-07-07,식품,아몬드유/코코넛밀크,2,12,8,12,3,9,3,5,1,
2018-07-07,식품,아이스티,3,8,8,18,13,16,6,4,2,1
2018-07-07,뷰티,애프터선,,13,19,58,11,28,2,4,2,1
2018-07-07,식품,야채/호박즙,10,23,17,28,13,28,6,12,1,5
2018-07-07,식품,양념 돈육,1,,,,,,,,,
2018-07-07,식품,양념우육,6,5,11,5,2,3,1,2,,
2018-07-07,식품,양배추/양상추,2,2,3,10,3,8,,4,,
2018-07-07,식품,양파/마늘즙,3,2,2,10,15,15,6,8,4,4
2018-07-07,식품,어린이 음료,,1,2,7,1,2,,,,1
2018-07-07,식품,어린이영양제,,2,5,17,4,6,,1,,1
2018-07-07,식품,어린이홍삼,,2,10,33,9,30,3,3,,
2018-07-07,식품,어린잎/새싹채소,,,,3,3,2,2,3,,
2018-07-07,냉난방가전,업소용 선풍기,1,,,1,5,1,1,2,,
2018-07-07,냉난방가전,에어워셔,,,,2,1,,,1,,
2018-07-07,냉난방가전,에어커튼,,,,,,,,,,1
2018-07-07,냉난방가전,에어컨 리모컨,,1,3,4,1,1,1,2,2,
2018-07-07,식품,에이드,8,23,6,14,7,20,,1,,
2018-07-07,식품,연어/훈제연어,,11,6,32,18,90,16,71,2,19
2018-07-07,식품,오리고기/훈제오리,3,2,9,28,9,32,5,10,1,6
2018-07-07,식품,오메가3/스쿠알렌 영양제,3,6,14,14,10,18,6,18,1,2
2018-07-07,식품,오이/가지,,2,1,10,3,11,2,5,1,
2018-07-07,식품,오징어,3,12,9,20,3,4,2,3,,
2018-07-07,식품,옥수수,4,13,14,68,22,51,14,23,3,4
2018-07-07,식품,옥수수차,1,2,2,2,1,3,1,2,,
2018-07-07,냉난방가전,온수매트,,,,,,2,,,,
2018-07-07,냉난방가전,온열매트,1,5,24,13,26,7,11,3,4,1
2018-07-07,냉난방가전,온풍기,,,,,,,1,,,
2018-07-07,식품,옻/칡/쑥즙,,,2,3,2,3,1,2,,
2018-07-07,식품,요거트/발효유,7,20,21,47,8,36,9,6,2,5
2018-07-07,식품,우엉/연근,,,,,,,,,,2
2018-07-07,식품,원두커피,11,12,15,29,21,41,10,19,6,1
2018-07-07,식품,윙봉/닭다리/날개,1,1,,2,,1,,,,
2018-07-07,식품,유자차,3,1,1,6,4,3,,1,,
2018-07-07,식품,유제품 음료,10,31,27,69,20,34,6,14,7,4
2018-07-07,식품,율무차,1,,1,1,,1,,,,2
2018-07-07,식품,음용 식초,2,1,5,7,4,6,,1,1,1
2018-07-07,냉난방가전,의류건조기,2,,8,12,4,9,2,7,,
2018-07-07,냉난방가전,이동형 에어컨,1,1,1,1,2,,,,1,
2018-07-07,식품,이온음료,7,14,13,13,11,18,4,5,2,
2018-07-07,식품,인삼/수삼/산삼,2,1,5,5,8,5,3,4,,
2018-07-07,식품,인스턴트커피,13,33,55,90,72,103,30,44,10,14
2018-07-07,뷰티,입욕제,1,7,1,7,2,1,,1,,
2018-07-07,식품,잡곡,1,5,8,23,7,24,10,11,3,9
2018-07-07,식품,잡곡 씨드류,1,1,,1,2,,5,3,2,
2018-07-07,식품,장어,,4,1,5,1,1,2,2,,1
2018-07-07,식품,장조림/카레용 돈육,2,,,7,,3,,,,
2018-07-07,식품,저/무지방우유,4,6,6,13,3,14,2,8,,1
2018-07-07,냉난방가전,전기온수기,,,,,1,,,,,
2018-07-07,냉난방가전,전기장판,,,1,,,,,1,,1
2018-07-07,식품,전복 생물,2,3,6,13,23,30,10,16,4,4
2018-07-07,식품,전통주,1,,,3,,,,,,
2018-07-07,식품,전통차,4,5,12,18,11,43,11,14,1,3
2018-07-07,식품,절임배추/김치속,,,,,,1,,,,
2018-07-07,식품,젓갈류,1,3,7,7,3,15,6,9,4,2
2018-07-07,냉난방가전,제습기,6,12,7,12,8,11,1,8,3,
2018-07-07,식품,조개,1,6,10,12,,10,2,5,,2
2018-07-07,식품,주꾸미,7,19,13,29,10,12,5,4,2,1
2018-07-07,식품,차 선물세트,1,,,3,2,2,1,1,,
2018-07-07,식품,차/곡물 음료,5,6,8,14,8,10,,5,1,3
2018-07-07,식품,참외/메론/수박,8,20,17,45,25,49,8,21,,6
2018-07-07,냉난방가전,천장형 에어컨,,,1,,,4,,,,
2018-07-07,식품,초유 영양제,,,3,2,,1,,,,1
2018-07-07,냉난방가전,초음파식 가습기,,,2,,,,,,,
2018-07-07,식품,초코우유,21,27,7,5,2,2,2,3,,
2018-07-07,식품,카페 푸드,71,139,61,167,23,69,5,10,2,4
2018-07-07,식품,카페용 초콜릿시럽,,,1,,,1,1,,,
2018-07-07,식품,칼슘/철분 영양제,1,14,8,33,6,12,5,6,1,4
2018-07-07,식품,캡슐/POD커피,,5,7,23,12,20,1,7,,1
2018-07-07,식품,커피음료,157,372,135,315,72,141,29,32,5,7
2018-07-07,식품,코코아/핫초코,1,5,2,3,1,2,1,2,1,
2018-07-07,식품,콜라겐/코큐텐 영양제,,6,10,20,4,18,2,13,1,
2018-07-07,식품,콩나물/숙주,1,4,1,12,1,9,1,8,1,
2018-07-07,뷰티,클렌징 로션,1,10,,5,,5,,1,,
2018-07-07,뷰티,클렌징 오일,5,40,8,44,7,21,3,17,1,
2018-07-07,뷰티,클렌징 워터/젤,5,21,3,20,6,6,1,3,1,1
2018-07-07,뷰티,클렌징 크림,1,4,3,2,1,2,2,,,
2018-07-07,뷰티,클렌징 티슈,1,5,7,8,3,,1,2,1,
2018-07-07,뷰티,클렌징 폼,32,53,40,72,23,47,9,20,3,9
2018-07-07,식품,클로렐라 영양제,,,,1,,,,,,
2018-07-07,식품,키위/참다래,2,2,4,6,7,18,4,12,2,8
2018-07-07,냉난방가전,탁상/USB 선풍기,2,2,8,9,3,6,2,2,,
2018-07-07,식품,탄산수,2,16,27,47,20,32,2,4,1,1
2018-07-07,식품,탄산음료,29,44,43,53,39,54,18,23,3,5
2018-07-07,뷰티,태닝용 선크림,,1,1,2,,2,,,,
2018-07-07,식품,토마토,3,19,5,30,9,28,3,16,3,7
2018-07-07,뷰티,트리트먼트,14,57,23,139,38,195,12,104,3,12
2018-07-07,식품,파/양파,6,6,10,17,10,21,3,7,1,3
2018-07-07,식품,파김치,,,1,2,,5,1,,,
2018-07-07,뷰티,팩도구,1,3,,7,,3,1,,1,
2018-07-07,식품,포도/거봉/체리,,,1,,1,,,,,
2018-07-07,식품,표고버섯,1,1,3,3,2,2,,,,
2018-07-07,뷰티,풋스프레이,1,,,,1,,,,,
2018-07-07,뷰티,풋워시/스크럽,1,2,,2,1,1,2,1,,
2018-07-07,뷰티,풋크림,,2,1,6,1,4,,1,,2
2018-07-07,뷰티,풋패치,1,13,5,12,6,16,2,1,,1
2018-07-07,식품,프라페/버블티 파우더,,4,,6,1,5,,2,,
2018-07-07,식품,프로바이오틱스,7,22,28,53,26,79,12,34,7,10
2018-07-07,식품,프로폴리스/로얄젤리,3,9,8,21,8,18,3,5,,
2018-07-07,식품,한방 분말/환제품,10,29,30,67,36,92,30,72,10,16
2018-07-07,식품,한방재료,3,,10,10,8,10,3,5,2,
2018-07-07,식품,한우육,12,9,18,20,11,16,3,10,,
2018-07-07,식품,해조류 다시마,1,1,6,3,1,4,,,,
2018-07-07,식품,해조류 미역,1,4,5,18,1,8,1,8,,
2018-07-07,식품,해초류 ,,,1,3,,2,1,2,,
2018-07-07,뷰티,핸드워시/스크럽,,1,12,20,2,5,2,1,2,
2018-07-07,뷰티,핸드크림,4,21,7,18,4,14,2,4,,
2018-07-07,뷰티,향수세트,,1,,,,,,,,
2018-07-07,식품,허브차,4,22,15,30,12,46,6,11,2,3
2018-07-07,식품,헛개/가시오가피,,,1,,2,2,,,,
2018-07-07,뷰티,헤어 브러쉬,4,7,4,17,2,1,,,,
2018-07-07,뷰티,헤어매니큐어,,,,,,3,,,,
2018-07-07,뷰티,헤어무스,,,1,,1,,1,,,
2018-07-07,뷰티,헤어스타일링용 염색약,7,28,17,43,14,34,8,27,5,6
2018-07-07,뷰티,헤어스타일링용 펌제,4,7,9,8,,11,1,1,,1
2018-07-07,뷰티,헤어스타일링용 흑채,,2,1,2,1,1,1,1,1,
2018-07-07,뷰티,헤어스프레이,14,7,9,9,2,7,5,2,1,2
2018-07-07,뷰티,헤어에센스,15,29,24,54,14,65,6,22,,5
2018-07-07,뷰티,헤어왁스,11,5,16,6,6,4,1,1,,1
2018-07-07,뷰티,헤어젤,,1,1,2,1,3,2,2,,1
2018-07-07,뷰티,헤어케어세트,,2,,1,2,6,1,3,,1
2018-07-07,식품,호박,,6,11,28,4,17,,5,,2
2018-07-07,식품,혼합견과,,6,7,8,4,4,1,3,,
2018-07-07,식품,혼합곡,,,,,,,1,,,
2018-07-07,식품,홍삼 간식,,,,3,,1,,,,
2018-07-07,식품,홍삼 분말/환,1,,,3,1,2,3,3,2,1
2018-07-07,식품,홍삼 음료,,,,3,,,,2,,
2018-07-07,식품,홍삼/인삼 제품,1,3,6,10,4,13,6,5,4,
2018-07-07,식품,홍삼액/홍삼정,6,16,30,48,29,53,15,20,6,16
2018-07-07,식품,홍삼절편/홍삼정과,1,1,4,4,2,5,2,2,,1
2018-07-07,식품,홍차,1,3,1,2,3,1,2,,1,
2018-07-07,뷰티,화장 비누,13,24,22,42,15,55,12,23,3,3
2018-07-07,뷰티,화장 퍼프,5,34,4,33,1,12,5,,,2
2018-07-07,식품,환자식,,1,4,5,3,7,1,6,,2
2018-07-07,냉난방가전,황토매트,,,,1,,,,,,
2018-07-07,식품,회,128,233,160,235,80,138,42,63,8,12
2018-07-07,냉난방가전,휴대용 선풍기,9,18,19,37,16,21,6,10,,
2018-07-07,식품,흰우유,9,20,48,140,34,59,10,17,4,5
2018-07-07,냉난방가전,히터,1,,,2,,1,,3,,
2018-07-08,식품,가공란,12,15,26,47,17,48,5,13,2,7
2018-07-08,식품,가자미,,,3,,2,5,,1,,
2018-07-08,식품,갈비/찜/바비큐용 돈육,3,8,3,2,,1,,,,
2018-07-08,식품,갈치,1,3,6,11,2,9,3,2,2,2
2018-07-08,식품,감/홍시,,,1,8,1,6,,,,
2018-07-08,식품,감귤/한라봉/오렌지,3,12,16,38,16,28,3,15,2,
2018-07-08,식품,감마리놀렌산 영양제,1,4,2,2,2,5,,7,2,
2018-07-08,식품,감말랭이,,,,1,,,,,,
2018-07-08,식품,감자,11,22,4,24,10,23,5,20,5,8
2018-07-08,식품,갓김치,,4,3,3,5,9,4,2,3,
2018-07-08,식품,건강즙,3,5,4,9,10,15,4,10,,2
2018-07-08,식품,건강즙/녹용,3,3,5,13,7,17,,5,,3
2018-07-08,식품,건대추,,,2,2,1,2,,,,1
2018-07-08,식품,건망고,1,1,,1,,2,,,,
2018-07-08,식품,건바나나,1,3,2,6,1,4,2,1,,
2018-07-08,식품,건어물 노가리,,,,,1,2,1,,,
2018-07-08,식품,건어물 마른오징어,6,9,19,35,17,26,6,8,3,4
2018-07-08,식품,건어물 멸치,,1,,12,3,12,1,2,,3
2018-07-08,식품,건어물 쥐포,,5,19,49,13,24,3,8,,
2018-07-08,식품,건어물 진미채,,1,3,2,,3,,2,,1
2018-07-08,식품,건어물 황태,1,1,3,5,7,9,3,5,,2
2018-07-08,식품,건자두,2,11,8,22,7,14,8,9,,
2018-07-08,식품,건포도,,3,2,2,,1,,1,,1
2018-07-08,식품,게장류,3,8,6,12,2,10,1,,2,
2018-07-08,식품,견과류,3,7,9,35,33,29,6,15,4,2
2018-07-08,식품,견과류 땅콩,1,5,1,8,2,6,6,3,2,
2018-07-08,식품,견과류 마카다미아,2,,1,1,1,5,,1,,
2018-07-08,식품,견과류 밤,6,5,5,17,8,19,5,10,2,3
2018-07-08,식품,견과류 잣/은행,,,,1,,1,1,4,1,
2018-07-08,식품,견과류 카카오닙스,1,2,,3,,6,,5,,1
2018-07-08,식품,견과류 캐슈넛,,,,4,1,1,,,,
2018-07-08,식품,견과류 피스타치오,,2,1,6,,,,1,,
2018-07-08,식품,견과류 호두,,2,8,6,3,11,1,4,3,2
2018-07-08,식품,계란,6,6,28,70,20,66,10,22,2,8
2018-07-08,식품,고등어,6,8,7,22,8,26,7,17,4,5
2018-07-08,식품,고추/피망/파프리카,2,8,6,19,6,15,4,3,,1
2018-07-08,식품,곡물차,,3,2,6,5,5,1,1,,
2018-07-08,냉난방가전,공기정화 용품,3,1,16,15,5,6,4,3,1,3
2018-07-08,냉난방가전,공기청정기,2,2,6,6,4,,1,1,,1
2018-07-08,식품,곶감/반건시,,1,1,,,2,,,,
2018-07-08,식품,과실차,1,4,3,9,5,10,,1,,
2018-07-08,식품,과일류,7,16,5,23,12,25,,6,,1
2018-07-08,식품,과일세트,1,,,1,,,,,,
2018-07-08,식품,과채 음료/주스,19,49,46,100,33,52,12,25,8,2
2018-07-08,식품,구이/수육용 돈육,,,,,1,,,,,
2018-07-08,식품,국내산 돈육,,3,2,4,3,3,,2,,2
2018-07-08,식품,굴비/조기,,3,2,3,4,8,4,7,,2
2018-07-08,식품,글루코사민/키토산 영양제,3,12,5,9,2,5,2,8,4,
2018-07-08,뷰티,기능성 모공관리 화장품,6,15,1,12,1,10,3,1,,
2018-07-08,뷰티,기능성 아이케어 화장품,5,29,20,40,16,33,2,16,3,5
2018-07-08,뷰티,기능성 영양보습 화장품,1,5,,1,,1,,1,,
2018-07-08,뷰티,기능성 트러블케어 화장품,1,12,3,7,2,10,2,1,,
2018-07-08,뷰티,기능성 화장품 세트,,1,,1,,,,1,,
2018-07-08,뷰티,기초 화장용 로션,25,46,29,91,26,35,11,20,7,1
2018-07-08,뷰티,기초 화장용 미스트,5,30,10,30,11,16,3,6,,1
2018-07-08,뷰티,기초 화장용 스킨,19,92,31,81,22,58,15,29,5,2
2018-07-08,뷰티,기초 화장용 에센스,15,122,52,220,59,182,20,73,5,11
2018-07-08,뷰티,기초 화장용 오일/앰플,10,84,12,43,9,23,2,8,1,
2018-07-08,뷰티,기초 화장용 크림,81,346,132,467,85,386,50,181,11,24
2018-07-08,식품,기타 농산물,,3,9,15,8,17,4,12,1,1
2018-07-08,식품,기타 주스류,33,67,70,212,64,147,6,16,2,3
2018-07-08,식품,기타 한방/환제품,,1,1,2,1,2,1,1,1,
2018-07-08,식품,김치류,,13,24,32,21,43,9,33,2,2
2018-07-08,식품,꽃게,,2,3,3,,1,,,,1
2018-07-08,식품,나물,3,18,6,29,13,17,5,5,1,2
2018-07-08,식품,낙지,1,2,1,8,2,9,3,5,,2
2018-07-08,뷰티,남성 로션,4,1,13,11,9,8,1,7,1,
2018-07-08,뷰티,남성 메이크업,14,7,4,,3,2,,2,,
2018-07-08,뷰티,남성 선케어,,1,,2,,,,,,
2018-07-08,뷰티,남성 세트,4,3,7,4,8,5,3,5,4,2
2018-07-08,뷰티,남성 쉐이빙,8,2,11,6,2,3,5,1,1,
2018-07-08,뷰티,남성 스킨,6,12,11,12,5,4,2,8,,
2018-07-08,뷰티,남성 에센스,8,3,13,9,12,8,2,5,2,1
2018-07-08,뷰티,남성 크림,1,,2,,1,,,,,
2018-07-08,뷰티,남성 클렌징,3,1,2,2,9,4,,,,
2018-07-08,냉난방가전,냉풍기,2,,3,10,8,7,8,10,2,4
2018-07-08,뷰티,네일 메이크업 용품,16,224,66,358,53,269,19,59,1,3
2018-07-08,뷰티,네일관리 소품,,6,2,3,1,2,,3,,
2018-07-08,뷰티,네일리무버,1,3,1,7,,3,2,1,,
2018-07-08,뷰티,네일세트,,2,,1,,2,,2,,
2018-07-08,뷰티,네일아트,,7,,1,,1,,,,
2018-07-08,뷰티,네일컬러,,8,6,9,2,5,,2,,1
2018-07-08,뷰티,네일케어,,10,,9,2,4,,2,1,1
2018-07-08,식품,녹차,,2,3,9,5,2,4,1,2,
2018-07-08,식품,느타리버섯,,,2,5,4,1,2,2,,
2018-07-08,식품,다이어트보조식,20,89,31,99,31,96,16,43,1,5
2018-07-08,식품,다이어트용 헬스보충식품,28,12,25,9,14,10,4,7,,
2018-07-08,식품,닭 양념육,2,2,2,3,,1,,,,
2018-07-08,식품,닭가슴살,88,96,61,89,21,59,25,26,3,5
